 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.010994361	0.030249074	0.0061712256	0.4448767	0.45682558	0.047769535	0.0031134887
a31	0.08449607	0.0058986163	0.015275426	0.59563833	0.12556316	0.13132893	0.041799482
a0	0.0045903884	0.35829628	0.0012957753	0.024412673	0.1502425	0.36036593	0.10079654
a20	0.099735685	0.05504157	0.08025276	0.46706828	0.11109005	0.07862926	0.10818238
a31	0.10037688	0.07156864	0.1554045	0.21324067	0.13989227	0.110523194	0.2089938
a13	0.2085313	0.027342452	0.058997095	0.3834201	0.09250697	0.15699226	0.07220975
a38	0.012987498	0.01268051	0.026081944	0.016737252	0.04184682	0.1914982	0.6981678
a31	0.018762935	0.0071328892	0.027505945	0.012727458	0.027034217	0.11502419	0.7918124
a20	0.054479443	0.007245066	0.07911094	0.04560605	0.1862869	0.46072167	0.16654994
a31	0.035077322	0.008969373	0.056655537	0.037009623	0.091327205	0.29924884	0.47171208
a20	0.08056942	0.04210886	0.061304267	0.048670247	0.1952479	0.24340416	0.32869512
a33	0.06493474	0.02633015	0.073035665	0.06412072	0.12529969	0.21912235	0.42715663
a31	0.30152392	0.09194715	0.1224954	0.08664944	0.10626743	0.12658237	0.16453435
a28	0.10666197	0.4030021	0.06538772	0.04623869	0.12939869	0.10650706	0.14280383
a31	0.24486673	0.18010214	0.090389684	0.07278173	0.08102695	0.10336677	0.227466
a0	0.107482225	0.38122332	0.051754605	0.03780343	0.11452798	0.10630866	0.20089976
a31	0.29834723	0.31967962	0.09763523	0.06792391	0.06473352	0.059780966	0.09189948
a3	0.118359864	0.33697847	0.05303587	0.03709909	0.11297187	0.09770282	0.24385196
a31	0.2454002	0.34189442	0.11879596	0.07946126	0.07559561	0.062105022	0.07674756
a46	0.11282578	0.3623581	0.06378311	0.0436003	0.12733583	0.09722629	0.19287062
a31	0.22788423	0.31270766	0.1430468	0.09621236	0.08594205	0.064094424	0.07011243
a39	0.09424361	0.3685106	0.08705758	0.06541002	0.1617432	0.10985962	0.113175415
a35	0.27234465	0.30299893	0.13871242	0.090814844	0.07607892	0.056353275	0.06269694
a31	0.31849155	0.31671056	0.10979892	0.07039916	0.059459597	0.05021939	0.07492079
</S>	0.13851754	0.28081506	0.14366177	0.10686222	0.1132751	0.091581926	0.12528634
