 	io	non	ho	niente	da	mangiare	</S>
a8	0.55514896	0.26700887	0.08521584	0.036431573	0.0016483827	0.014138123	0.040408343
a31	0.3449898	0.10707056	0.44548452	0.030991571	0.045402855	0.013842138	0.0122185685
a8	0.03159936	0.06100866	0.13771956	0.6586334	0.0047971737	0.015897235	0.09034467
a20	0.034703236	0.019908505	0.4438195	0.11664189	0.26309556	0.02815566	0.093675606
a31	0.010058906	0.0009597775	0.101000234	0.042007465	0.7204163	0.0893293	0.03622807
a14	0.008254243	0.008892841	0.093502104	0.23373823	0.45713952	0.186846	0.011627035
a31	0.013577757	0.0038289062	0.0802551	0.055278324	0.6149034	0.19079944	0.04135712
a13	0.018808745	0.007438503	0.04945337	0.0650211	0.5734834	0.26831272	0.017482143
a37	0.030592447	0.015622293	0.04661527	0.05110164	0.46711415	0.29774153	0.09121258
a10	0.041660663	0.03568547	0.03595733	0.11057463	0.37672988	0.28156734	0.11782469
a20	0.04972023	0.04680977	0.032817278	0.13768604	0.34755448	0.27369455	0.111717634
a7	0.06326321	0.05293204	0.033835433	0.15097497	0.32104185	0.26708162	0.11087083
a18	0.079074785	0.059462994	0.03754872	0.15087377	0.29086453	0.25933212	0.122843064
a44	0.09243834	0.0649879	0.045014344	0.1106304	0.24147408	0.2522242	0.19323067
</S>	0.17189167	0.09528604	0.06239769	0.12661666	0.19078349	0.18409444	0.16893005
