 	non	so	cosa	stai	scrivendo	</S>
a31	0.01926958	0.00016403018	0.00012174981	0.19313082	0.25190496	0.53540885
a21	0.2622988	0.06892956	0.008956696	0.24801145	0.34110197	0.07070153
a31	0.39966047	0.07745585	0.082810305	0.14551365	0.14945862	0.14510112
a10	0.13416883	0.42412025	0.13984348	0.19386591	0.088557854	0.019443665
a7	0.2597918	0.20889057	0.43811467	0.0506718	0.03834645	0.0041847676
a41	0.2705935	0.16911957	0.51106226	0.021807494	0.026015313	0.0014018058
a31	0.16323948	0.20162307	0.47109485	0.06686645	0.095632635	0.0015434654
a8	0.3141536	0.09915854	0.37232518	0.12516204	0.08277811	0.006422505
a31	0.18793178	0.123749934	0.2854293	0.12688215	0.18972574	0.086281046
a8	0.18208782	0.09720134	0.13820525	0.1447365	0.3432403	0.09452882
a23	0.20695505	0.11106743	0.19591792	0.07117948	0.18535697	0.22952314
a8	0.31455243	0.17464122	0.1464879	0.08548574	0.15270004	0.12613267
a31	0.3136932	0.17974071	0.15385215	0.12233382	0.13251379	0.0978664
a21	0.17167275	0.12674831	0.15695032	0.12156181	0.2938943	0.12917253
a31	0.19297473	0.12617221	0.120039426	0.15324634	0.21696071	0.19060652
a24	0.14280663	0.1315107	0.15585266	0.1905937	0.29747567	0.08176065
a21	0.18487991	0.12635615	0.103235364	0.19943862	0.22262399	0.16346589
a31	0.21825099	0.13016115	0.097072065	0.18253578	0.20686461	0.16511539
a17	0.13335632	0.12757829	0.115255624	0.2361277	0.29937088	0.088311255
a20	0.24785371	0.15316758	0.101158455	0.15877803	0.20300815	0.13603404
a0	0.29575568	0.17958653	0.11739894	0.10630109	0.1894068	0.111551
a31	0.30471376	0.17079239	0.109419756	0.10492153	0.17545864	0.13469389
a8	0.13188997	0.13276502	0.1387499	0.13944633	0.3340808	0.123068
a37	0.21165913	0.17933324	0.16696641	0.15772824	0.21903034	0.06528255
</S>	0.2532819	0.18507822	0.1480856	0.11582783	0.21750468	0.0802218
