 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.9350514	0.0028168422	0.00013094318	0.00077198696	0.00053257326	0.016981868	0.043714255
a31	0.065095454	0.10366405	0.066518895	0.096757375	0.124259196	0.2949677	0.24873737
a21	0.006715129	0.041116916	0.047379922	0.097753905	0.35699242	0.33219707	0.1178447
a37	0.009198848	0.008755163	0.23208635	0.57519543	0.09373434	0.005306154	0.075723715
a8	0.007076571	0.0051517384	0.27474055	0.61388344	0.08030113	0.00054098223	0.0183056
a31	0.002245898	0.0074006896	0.3401489	0.49404037	0.14120194	0.0009855039	0.013976767
a13	0.1607155	0.042240832	0.16453633	0.28556472	0.3260163	0.0190568	0.0018694903
a20	0.010311906	0.07073694	0.15034795	0.37795022	0.30716234	0.030802228	0.052688386
a3	0.0042669475	0.091301516	0.16013221	0.23738022	0.43308657	0.0538923	0.019940132
a31	0.005301906	0.07697255	0.08627293	0.12860613	0.42916942	0.1952947	0.07838238
a29	0.013666628	0.17003016	0.107030705	0.2065843	0.39816445	0.080459155	0.024064632
a31	0.0046303463	0.072509594	0.057431187	0.09166614	0.33386683	0.28123954	0.1586564
a3	0.0148346955	0.16492021	0.076944694	0.09248027	0.26596513	0.32832474	0.056530226
a31	0.004016373	0.09384167	0.045889005	0.05564752	0.24679512	0.3526664	0.20114382
a24	0.02069653	0.22259909	0.060622	0.070653886	0.21103375	0.34135455	0.07304017
a31	0.0062703965	0.15363587	0.040387563	0.045387052	0.16550201	0.3754269	0.21339019
a39	0.015523334	0.17501499	0.0340075	0.04323464	0.19623305	0.3813801	0.1546064
a31	0.006935729	0.1733552	0.036442656	0.041510288	0.17811322	0.35255626	0.21108668
a33	0.013276601	0.15757734	0.015806038	0.01781108	0.12105933	0.48094985	0.1935198
a31	0.0030336175	0.10171206	0.043442983	0.044222236	0.17812862	0.5020615	0.12739897
a23	0.031758897	0.17493398	0.02419525	0.025906818	0.13076137	0.4731387	0.13930497
</S>	0.011637047	0.21071257	0.052474223	0.051082198	0.15246807	0.4012075	0.1204184
