 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.1920041	0.17455718	0.6315356	0.000116087394	0.00016068901	3.6006088e-05	0.00011894532	0.0014713071
a8	0.00040131557	0.00398746	0.052480623	0.9339872	0.0029878283	0.00018344028	0.001554727	0.004417459
a31	0.0019979535	0.0023091882	0.050833814	0.16165803	0.016801225	0.00010428695	0.0033994408	0.76289606
a41	1.5673777e-05	0.0014479089	0.035739146	0.7261949	0.052401397	0.0076686987	0.08381996	0.09271231
a31	2.830318e-05	0.0016408863	0.005717858	0.22478643	0.017530767	0.19524606	0.37479362	0.18025616
a0	2.5397114e-05	0.0039993087	0.056306295	0.41980445	0.35531703	0.08490556	0.073194005	0.0064479215
a31	3.936604e-05	0.0015721171	0.01024465	0.10556296	0.044546675	0.3168138	0.4117924	0.109427996
a39	7.65581e-05	0.011305978	0.08743097	0.29405108	0.29952264	0.1451713	0.14655566	0.015885854
a31	6.391786e-05	0.0015790588	0.010427435	0.0648776	0.0810994	0.2316692	0.37541348	0.23486994
a10	0.0007815205	0.0072350176	0.054312337	0.093827546	0.120756716	0.29731673	0.28976983	0.13600032
a20	0.00017629888	0.001377523	0.0118318815	0.07427403	0.09631281	0.18906547	0.32045695	0.30650505
a31	0.009268202	0.009093412	0.041267283	0.15793078	0.12008005	0.16549899	0.22482996	0.2720313
a10	0.0033456404	0.0030575097	0.023586294	0.09294744	0.17561251	0.28588682	0.30110836	0.11445539
a20	0.0033910132	0.0045921993	0.023249075	0.16722932	0.08563635	0.1563146	0.25058502	0.30900243
a31	0.012281581	0.0038218864	0.016223997	0.16011916	0.07573801	0.16129775	0.27176628	0.29875138
a13	0.0062605226	0.00529335	0.019942667	0.13029777	0.3189026	0.2308732	0.18646148	0.10196843
a20	0.04097101	0.011733332	0.047847185	0.18539298	0.12508884	0.15573646	0.1856428	0.24758735
a31	0.061521485	0.009181158	0.03457031	0.16714504	0.11338802	0.16141127	0.20078534	0.25199738
a28	0.015075994	0.011219821	0.026812837	0.20823678	0.3030729	0.21854019	0.13675399	0.08028749
a24	0.12046335	0.02022219	0.059264936	0.20696309	0.16689181	0.15830652	0.13114238	0.13674572
a46	0.29207903	0.08164429	0.076979995	0.13375413	0.14935988	0.1186423	0.07758435	0.06995605
a39	0.30283272	0.07088622	0.07359368	0.12988874	0.14241482	0.1184992	0.08270558	0.07917905
a46	0.33218595	0.061167225	0.06746193	0.116427556	0.12605086	0.11063412	0.08837327	0.0976991
a8	0.35307968	0.070070535	0.06862579	0.11423248	0.12612708	0.106618226	0.07933856	0.08190763
</S>	0.14479393	0.061125938	0.08785061	0.17541768	0.17948753	0.1471942	0.106577985	0.09755218
