 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.2783761	0.007596286	0.001257419	0.02358242	0.03279717	0.03261797	0.06762218	0.037656218	0.51849425
a15	0.5324136	0.3447705	0.004292252	0.0075933277	0.09912208	0.008102713	0.0025658943	0.0004310689	0.0007085145
a31	0.02975076	0.015522463	0.01808257	0.041774496	0.09508022	0.04733095	0.012058059	0.0049309325	0.7354696
a21	0.002186288	0.0025893007	0.0065033557	0.06263378	0.2718628	0.3990001	0.19025148	0.0038976136	0.06107523
a31	0.049451936	0.02484805	0.013415119	0.028512403	0.4105459	0.34952372	0.08613285	0.015837036	0.021733
a8	0.058636524	0.028638162	0.009453325	0.014764736	0.15657222	0.36585355	0.30969563	0.04444186	0.011943856
a31	0.14069149	0.06046284	0.013579207	0.045703683	0.48688522	0.16849186	0.062992275	0.012115504	0.009077919
a20	0.3578605	0.23614413	0.052429024	0.027556792	0.08433286	0.07850289	0.09716545	0.05508408	0.010924308
a39	0.42905492	0.27732795	0.0804565	0.062986955	0.06550656	0.046810742	0.02755872	0.009075766	0.0012219285
a20	0.34039226	0.2779886	0.14765413	0.090712376	0.055107433	0.039141618	0.0347592	0.011534677	0.0027096411
a46	0.23768051	0.24298348	0.18182315	0.14212298	0.055394575	0.04636616	0.067873955	0.02266747	0.0030877553
a31	0.15944198	0.17800511	0.1913271	0.20396169	0.06292136	0.060570467	0.11153839	0.027036656	0.005197244
a39	0.08569056	0.09511603	0.115757465	0.15295178	0.04420658	0.05636707	0.15574642	0.056292072	0.23787206
a31	0.14450185	0.13858043	0.123968475	0.11227423	0.029532949	0.039616358	0.11508239	0.04519293	0.25125042
a20	0.11160802	0.102216266	0.10831996	0.12634404	0.028066214	0.03357113	0.09609695	0.03274558	0.36103177
a31	0.17387465	0.1640786	0.14914216	0.14196731	0.028329844	0.027617374	0.062036306	0.024229767	0.22872399
a46	0.13653184	0.13199191	0.17644185	0.27471617	0.039209805	0.022766378	0.04611953	0.014345927	0.15787664
a31	0.14626713	0.14732832	0.17160545	0.25788903	0.04521777	0.02531499	0.044044696	0.013944182	0.1483884
a46	0.101486966	0.10174008	0.18019137	0.34687907	0.07638039	0.032681804	0.049104262	0.010558848	0.10097722
</S>	0.09102764	0.09137398	0.24934334	0.2956302	0.108227156	0.04640121	0.0506998	0.013111025	0.054185636
