 	tutto	il	cibo	vuole	girato	</S>
a31	0.0014594112	0.0009207737	0.3619357	0.0070657944	0.54754114	0.08107717
a8	0.13962814	0.17411591	0.40106454	0.09103627	0.16957557	0.024579523
a31	0.046852157	0.26655272	0.23141325	0.049523365	0.3380231	0.06763551
a29	0.34849724	0.41892317	0.14080353	0.06811252	0.018551303	0.005112253
a20	0.089009695	0.8082624	0.028057842	0.05038135	0.020608135	0.0036807004
a39	0.18862008	0.64949834	0.016941585	0.11008913	0.028718438	0.006132454
a31	0.29840466	0.41105643	0.03662389	0.18744378	0.060316395	0.0061548194
a0	0.2099193	0.60774326	0.063509196	0.08375383	0.031617634	0.0034568144
a31	0.22629501	0.37771213	0.113928564	0.108799346	0.13894643	0.034318462
a24	0.21140337	0.48471355	0.09565808	0.09377479	0.10480667	0.009643551
a36	0.10784817	0.41306016	0.15057895	0.09135009	0.17198853	0.06517411
a11	0.1392996	0.27318048	0.22195062	0.18509719	0.15256116	0.027910976
a17	0.128289	0.22499666	0.28653345	0.1657029	0.17254843	0.021929542
a31	0.19435316	0.18103549	0.19670866	0.15203397	0.24682066	0.029048083
a6	0.21928547	0.2751647	0.17706025	0.10379553	0.19985181	0.024842268
a31	0.23462777	0.19356543	0.23924671	0.10961475	0.16792639	0.05501903
a24	0.25918183	0.19167307	0.21516785	0.09352399	0.19335885	0.047094405
a6	0.12642188	0.20315184	0.31044206	0.09900055	0.17975782	0.0812259
a31	0.16180323	0.20366217	0.28137586	0.12982942	0.17358224	0.04974704
a46	0.16992483	0.21358031	0.23841743	0.10223058	0.2387173	0.03712949
a39	0.13899972	0.19373286	0.30373013	0.105019785	0.17669009	0.08182741
a31	0.17430016	0.18744923	0.24716365	0.12912583	0.20574592	0.056215197
a41	0.13658565	0.20640957	0.2842387	0.10920633	0.23072419	0.032835625
a8	0.12945573	0.18405618	0.29869455	0.124336414	0.19550532	0.067951776
</S>	0.2283677	0.18811189	0.19844753	0.12932478	0.21691723	0.03883093
