 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.012353052	0.01241083	0.012058702	0.12002101	0.72257787	0.049188077	0.023327012	0.02789235	0.020170987
a20	0.019419754	0.0151859345	0.013478483	0.5417589	0.15090947	0.049746435	0.016225656	0.15795219	0.03532311
a31	0.0064668786	0.0067024487	0.0028258073	0.091503605	0.7182677	0.06297918	0.02053705	0.07561531	0.015102062
a8	0.00010352179	5.1967276e-05	6.7734545e-05	0.0041663363	0.87826735	0.09473715	0.013311236	0.007968099	0.0013265589
a20	0.0006469443	0.0013469376	0.0018512555	0.19553287	0.3230945	0.10087597	0.043581042	0.32212102	0.010949415
a31	0.0013257953	0.0022146602	0.003354328	0.19094586	0.35088784	0.19057293	0.12130986	0.1362392	0.0031495553
a24	0.005762481	0.0019668292	0.0012393532	0.42553905	0.26249823	0.17475717	0.05789668	0.070139155	0.00020106226
a46	0.005030217	0.0034635111	0.0037459412	0.099800974	0.36694792	0.18992144	0.15903497	0.15483238	0.017222654
a10	0.011056089	0.00728275	0.008796594	0.09146754	0.28626177	0.28539768	0.19070564	0.074617326	0.044414595
a8	0.013628153	0.014551238	0.021879314	0.04001627	0.36528072	0.30632085	0.18192197	0.04962194	0.006779537
a31	0.00059515407	0.0007358303	0.0014758329	0.06291928	0.34322032	0.37359464	0.16502981	0.040661648	0.011767583
a46	0.09944702	0.11178357	0.12877552	0.03735785	0.1622494	0.12739864	0.13641939	0.14767933	0.048889335
a3	0.04967238	0.047162253	0.044160403	0.038662683	0.16833462	0.2124052	0.17639062	0.11922126	0.14399055
a18	0.04416505	0.04456292	0.042939607	0.04133922	0.1572938	0.21552765	0.17081149	0.12727864	0.15608163
a31	0.03946099	0.042779878	0.042606268	0.038464397	0.17156805	0.220776	0.17374183	0.1310192	0.13958338
a10	0.06653572	0.06741163	0.06734699	0.014392075	0.18429148	0.19180506	0.17988749	0.13342935	0.094900236
a20	0.060552463	0.054757938	0.044552203	0.029999152	0.14178902	0.18407191	0.16352002	0.15208898	0.16866826
a35	0.06497313	0.06186538	0.05020505	0.03414361	0.118024014	0.18641879	0.1635407	0.14260873	0.17822063
a8	0.06758905	0.06618019	0.053905502	0.037313692	0.10602629	0.18808302	0.16838089	0.13112241	0.18139902
a31	0.063745126	0.06330989	0.056725077	0.06858696	0.10918831	0.21082075	0.1960528	0.06479653	0.16677453
a24	0.13062927	0.11071444	0.074068055	0.014647898	0.12773426	0.14172049	0.11297671	0.14409813	0.14341073
a8	0.14443836	0.12654081	0.08367666	0.036465377	0.05606535	0.12621202	0.1383727	0.08709763	0.20113112
a0	0.0850715	0.088485174	0.07238249	0.06140797	0.0941415	0.18498294	0.17818432	0.06435941	0.1709847
a31	0.125172	0.11270279	0.076048344	0.03327227	0.071409605	0.14909492	0.14718123	0.10673722	0.17838165
a18	0.090900674	0.080361225	0.06357993	0.011035246	0.15524194	0.18192771	0.14388701	0.13191657	0.14114974
a31	0.1372586	0.11861196	0.07736165	0.031719435	0.063633524	0.13869339	0.14314185	0.1053332	0.18424635
a17	0.121135585	0.115551576	0.09326291	0.007714116	0.08929304	0.15479092	0.12050049	0.087046236	0.21070506
a8	0.1833079	0.16221048	0.10761039	0.026128339	0.05159177	0.1127872	0.114958435	0.087802745	0.1536027
a31	0.20594731	0.19769263	0.13644207	0.035805345	0.041332774	0.078092635	0.09386464	0.04846108	0.16236153
</S>	0.18454581	0.16614453	0.120362796	0.011822284	0.076465525	0.11592742	0.10113723	0.09397602	0.12961829
