 	non	mi	aspetti	non	vengo	</S>
a33	0.52968675	0.0441373	0.0067104395	0.021798067	0.14416659	0.25350088
a31	0.055266544	0.23160513	0.41699222	0.13051267	0.019377952	0.14624548
a37	0.002903438	0.010589144	0.108039044	0.60262614	0.22445811	0.051384095
a35	9.802731e-05	0.006022901	0.4864761	0.3440108	0.15906177	0.0043304362
a31	0.00022990743	0.023869345	0.5792451	0.34991217	0.045034345	0.0017090591
a7	0.00080459745	0.022705616	0.5785083	0.2086819	0.18812141	0.0011781995
a18	0.0021403031	0.07265076	0.4901203	0.34745985	0.07823004	0.009398833
a24	0.011703132	0.12077906	0.27770218	0.3806425	0.11983847	0.08933471
a31	0.025218012	0.11210085	0.16888139	0.19232455	0.16039309	0.3410821
a20	0.02983208	0.06597879	0.0780835	0.080134265	0.07815875	0.66781265
a8	0.13051033	0.17111762	0.13221534	0.12097937	0.09128328	0.35389405
a31	0.20451686	0.26119515	0.18904187	0.13289016	0.0625724	0.14978363
</S>	0.16603246	0.20174406	0.08678659	0.07408851	0.06340354	0.40794483
