 	avete	cucinato	le	verdure	</S>
a20	0.020192372	0.0008885126	0.0022990296	0.009609069	0.96701103
a31	0.8052258	0.028738685	0.0042726714	0.016571851	0.14519104
a37	0.5607113	0.3987594	0.001669314	7.949092e-05	0.038780488
a10	0.16257846	0.5157574	0.03075585	0.017537287	0.273371
a20	0.063494265	0.37290895	0.08750592	0.2580701	0.21802075
a28	0.117019765	0.4200013	0.17070091	0.24874668	0.04353124
a20	0.25291282	0.18009634	0.37430778	0.15259993	0.040083077
a33	0.27388966	0.092366956	0.258891	0.11509777	0.25975457
a8	0.43069303	0.16285892	0.20752485	0.08190764	0.1170155
</S>	0.46833852	0.19241922	0.19693235	0.06629366	0.076016195
