 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.2888639	0.19415574	0.2764506	0.23756446	0.0014740293	0.0014912596
a31	0.012075793	0.04952808	0.77844673	0.15981641	6.953663e-05	6.3451946e-05
a24	0.011631252	0.03084237	0.05848871	0.8472584	0.048596386	0.0031829479
a37	0.003328353	0.024728853	0.16989726	0.71768296	0.07954833	0.0048142807
a14	0.016396558	0.0808637	0.24221855	0.43608615	0.19997683	0.024458284
a29	0.0028577696	0.029724931	0.11534338	0.58565867	0.22072184	0.045693453
a0	0.003407676	0.0360752	0.11743831	0.50637037	0.29918423	0.037524227
a29	0.0151604405	0.07137262	0.11548364	0.3565481	0.32827523	0.11315995
a20	0.025248261	0.07854485	0.096321106	0.3250704	0.3291765	0.14563887
a31	0.03921132	0.08507507	0.09079439	0.29187846	0.32373878	0.16930208
a24	0.032500383	0.07572379	0.07358941	0.26592162	0.2666764	0.2855884
a46	0.17356235	0.14877152	0.10046494	0.12717243	0.13342611	0.31660262
a31	0.20385994	0.1604008	0.093327835	0.11895083	0.12349505	0.2999655
a0	0.088925555	0.1970632	0.111334875	0.15339747	0.12372092	0.32555798
a20	0.3433552	0.25164762	0.12034456	0.06641546	0.051759053	0.1664781
a31	0.3473075	0.2489197	0.11890927	0.06665983	0.053969085	0.1642346
a46	0.13876557	0.29195133	0.21184744	0.11031033	0.053320415	0.19380498
</S>	0.33958772	0.29811788	0.18080902	0.065429755	0.026156144	0.08989944
