 	sono	stato	sempre	poveretti	</S>
a20	0.00022651069	0.0014718284	0.0024865298	0.38037142	0.61544377
a4	0.025177052	0.015545058	0.43045717	0.4377282	0.09109254
a31	0.28642476	0.21582879	0.020518951	0.03151163	0.4457159
a38	0.0131076975	0.305331	0.1579754	0.22456035	0.29902557
a31	0.21929751	0.2894443	0.18742365	0.08747002	0.21636447
a7	0.03335932	0.0393457	0.15545714	0.7313464	0.040491432
a31	0.09896245	0.056444354	0.17626728	0.28607836	0.38224754
a21	0.064466625	0.031274583	0.17128064	0.63982666	0.093151465
a20	0.05317341	0.021242982	0.18808836	0.24580103	0.4916942
a8	0.09417811	0.016561821	0.3213229	0.27300608	0.29493108
a31	0.037060324	0.011207467	0.23812994	0.35100478	0.36259753
a33	0.22336061	0.30928856	0.11762535	0.14010514	0.20962027
a20	0.28946072	0.060332097	0.17962228	0.1761259	0.29445904
a31	0.37899834	0.23900844	0.07321045	0.08918922	0.21959355
a7	0.32276243	0.3292395	0.06411626	0.096791334	0.18709046
a31	0.405565	0.33023304	0.07740757	0.050575018	0.13621932
a11	0.16520672	0.52763	0.07484498	0.05287792	0.17944038
a31	0.36452478	0.38449678	0.1324418	0.043125607	0.07541098
a13	0.14688039	0.5625767	0.104273655	0.050828323	0.13544089
a18	0.3196335	0.40047768	0.16398527	0.04349987	0.07240363
a31	0.389473	0.37125728	0.13449793	0.04098053	0.06379119
</S>	0.18435638	0.43967515	0.18663985	0.072649315	0.116679326
