 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.0017049272	0.00037607146	0.0066671893	0.2359581	0.509497	0.24144083	0.00021097729	0.0041448404
a31	0.014579349	0.0022746553	0.024119949	0.20175636	0.4504982	0.27077508	0.016571125	0.019425262
a29	0.0011451243	0.0019310617	0.00035939124	0.022759426	0.37592274	0.5309775	0.042336646	0.024568122
a10	0.0034001176	0.00088164204	0.0041578934	0.064422704	0.9043552	0.010279037	0.0045933095	0.007910088
a24	0.0027740807	0.0021419146	0.0026769568	0.010559063	0.9481798	0.0154538965	0.0055874567	0.012626882
a31	0.005975185	0.013836698	0.0029603466	0.0049564615	0.47795236	0.39763552	0.07560603	0.021077408
a24	0.037245892	0.015553533	0.04548984	0.050713036	0.62965477	0.18331847	0.03298626	0.005038213
a16	0.01032957	0.024430476	0.010477997	0.018906698	0.19154544	0.5215253	0.18413721	0.03864727
a31	0.023347886	0.04749687	0.016969904	0.031452972	0.1685202	0.45668086	0.21886349	0.036667895
a20	0.08674342	0.06264158	0.074148044	0.20041904	0.41748133	0.11419554	0.025863767	0.018507248
a31	0.01951607	0.053701524	0.024328848	0.065530844	0.06877378	0.48209062	0.21751711	0.06854134
a11	0.14539382	0.08962033	0.11396473	0.2333993	0.28436553	0.10906268	0.0103860665	0.0138075175
a17	0.028098188	0.05322436	0.032946996	0.10286128	0.04319466	0.39819226	0.16940528	0.17207697
a11	0.05146999	0.07753415	0.04454866	0.06917753	0.08612732	0.36065546	0.19691889	0.11356799
a17	0.07236039	0.085352816	0.049103547	0.06971837	0.08901804	0.30169374	0.20073117	0.1320219
a31	0.068973206	0.07643569	0.043543857	0.0637719	0.11561352	0.3117424	0.21041428	0.10950516
a20	0.080654785	0.11842049	0.055736277	0.15544422	0.080487736	0.23246716	0.073703915	0.20308541
a31	0.10231918	0.1284521	0.061741766	0.086155474	0.059786953	0.23131679	0.14055866	0.18966907
a20	0.1279	0.11194258	0.07117336	0.16291028	0.05136202	0.14676735	0.022489907	0.3054545
a8	0.13327934	0.16819929	0.09550696	0.16189797	0.04026755	0.15086493	0.044259258	0.2057247
a31	0.1378963	0.15757656	0.06905735	0.09476923	0.07476585	0.16713706	0.1838371	0.1149605
a24	0.09478256	0.13360034	0.07113673	0.2219025	0.025908057	0.15249929	0.024358988	0.27581155
a31	0.15429062	0.19180255	0.09695528	0.1434733	0.033618364	0.13209063	0.12921916	0.11855012
a10	0.10480503	0.11186717	0.05152703	0.10980582	0.037560176	0.1486353	0.066757664	0.3690418
a31	0.11903856	0.19621013	0.081979506	0.13879271	0.028336331	0.15683778	0.11712443	0.1616806
a11	0.08622734	0.119037434	0.064693734	0.17442507	0.01977444	0.15790695	0.10384392	0.2740911
a46	0.09935131	0.17416357	0.10396291	0.19226703	0.024594458	0.14912066	0.12100922	0.13553087
a6	0.18249847	0.19431642	0.098205425	0.13345635	0.03649524	0.115428366	0.13436562	0.10523412
a31	0.18348838	0.1974718	0.08685499	0.119713314	0.0370323	0.11545196	0.14933728	0.11065001
a26	0.09507258	0.18382679	0.07970156	0.1473249	0.025788195	0.19370924	0.14624646	0.1283303
a31	0.16350847	0.16134945	0.117631316	0.14338432	0.04203877	0.13301058	0.15829659	0.08078047
a8	0.05383523	0.073660985	0.053991534	0.125446	0.021672012	0.24034405	0.23226796	0.19878227
</S>	0.13141668	0.12770715	0.12457193	0.15922177	0.044240776	0.15349343	0.17196779	0.08738056
