 	sta	seduta	nel	giardino	</S>
a20	0.10386159	0.21942002	0.024958383	0.22042736	0.43133268
a17	0.14079368	0.4650188	0.030738782	0.2604552	0.102993496
a20	0.0141499555	0.04601737	0.00040801725	0.0416925	0.8977322
a31	0.0050811707	0.036316417	0.049241234	0.21367215	0.695689
a17	0.0041058273	0.33487722	0.13492084	0.4657653	0.060330722
a31	0.0364062	0.12505665	0.35455382	0.31412685	0.16985643
a46	0.036480334	0.39480418	0.14961743	0.34085634	0.07824167
a31	0.11527966	0.14672758	0.18853207	0.15235211	0.3971086
a20	0.045461357	0.27418694	0.2320156	0.10517954	0.34315658
a31	0.045432594	0.25075492	0.19244464	0.104787715	0.40658012
a20	0.14019841	0.47852126	0.21238871	0.08427526	0.0846164
a18	0.06413171	0.37663874	0.24829194	0.116006866	0.1949308
a46	0.1404273	0.36639172	0.25868964	0.08311764	0.15137374
a20	0.17188235	0.24938665	0.19965912	0.09783218	0.28123975
a31	0.15425043	0.2612243	0.19525728	0.11315377	0.27611423
a18	0.11191704	0.5846366	0.1764205	0.09204552	0.034980346
a31	0.30182695	0.27628553	0.15224272	0.099480145	0.17016459
a0	0.15338975	0.5598802	0.15689707	0.080291845	0.049541153
a31	0.40409902	0.3331994	0.12975162	0.06557182	0.067378104
a8	0.15708151	0.51534915	0.16372475	0.07855734	0.08528718
a31	0.36150587	0.43121836	0.13771766	0.041753583	0.027804494
a18	0.16336414	0.606748	0.16118027	0.04599371	0.022713842
a31	0.45272	0.40871924	0.093850546	0.031285856	0.013424399
a17	0.15521497	0.6137946	0.16173887	0.04603688	0.02321459
</S>	0.4475652	0.40833515	0.096721895	0.03223013	0.015147564
