 	il	dito	si	gonfiò	</S>
a39	0.7664071	0.14730304	0.0016586257	0.0038027451	0.080828644
a13	0.02727621	0.8425098	0.11097931	0.00057623646	0.01865843
a31	0.0010048099	0.035561133	0.6444945	0.223637	0.09530258
a20	0.0016035395	0.34113324	0.20597005	0.44093958	0.010353501
a31	0.0021131467	0.06405579	0.7749447	0.13798103	0.020905336
a11	0.034608983	0.3145811	0.46633193	0.17672807	0.0077499747
a31	0.0037183461	0.052756127	0.32071486	0.5125331	0.1102775
a39	0.040277775	0.21034463	0.44262797	0.17902865	0.12772095
a31	0.009484161	0.07137822	0.31383634	0.30186987	0.30343136
a41	0.063010804	0.23613204	0.40514427	0.12570669	0.17000623
a46	0.031886593	0.15411155	0.4789012	0.14353573	0.19156496
a31	0.21920018	0.26074195	0.38140446	0.05252012	0.08613327
</S>	0.10562319	0.20090915	0.4407544	0.06575478	0.18695849
