 	ora	che	loro	non	vengono	più	</S>
a39	0.00017951879	0.000111790236	8.218498e-05	1.2514343e-05	0.020066498	0.92083573	0.058711756
a20	0.25604674	0.26561955	0.008236444	0.026510874	0.10823994	0.27728114	0.058065325
a13	0.22845353	0.038192034	0.093556486	0.014193364	0.15321118	0.40977064	0.06262272
a17	0.8073597	0.019991092	0.05135516	0.0048477235	0.03365603	0.056791663	0.025998587
a39	0.9039659	0.062367696	0.008321523	0.0073933867	0.003854714	0.0080862995	0.0060105165
a8	0.7904594	0.15322497	0.0051870346	0.021615304	0.0018615804	0.009383151	0.018268535
a31	0.900264	0.031647433	0.02014267	0.008372758	0.0135019515	0.018866645	0.007204626
a15	0.5345275	0.2484537	0.018426668	0.10653199	0.009239005	0.07868146	0.004139673
a38	0.48522833	0.22681245	0.005255548	0.08016907	0.0013636684	0.02804019	0.17313068
a31	0.6480159	0.17567614	0.003501813	0.03281435	0.00074093475	0.0076612188	0.13158965
a13	0.52029717	0.24469703	0.022179166	0.111640535	0.012746825	0.08205959	0.0063796
a20	0.28770858	0.22891755	0.008864643	0.12407706	0.0033309213	0.05444855	0.29265267
a7	0.34623396	0.23716316	0.008149689	0.114565454	0.002413378	0.03809938	0.25337493
a11	0.32309303	0.21322258	0.0120488275	0.11851315	0.003843537	0.051818922	0.27745995
a24	0.3519025	0.19071616	0.008978342	0.0969869	0.002815357	0.038443275	0.31015745
a15	0.24724643	0.16132605	0.022466652	0.10639841	0.009224534	0.064845815	0.38849205
a24	0.3095867	0.1558848	0.022790981	0.09150441	0.008838173	0.071111225	0.34028375
a31	0.20695487	0.12314123	0.058887593	0.08891837	0.027690649	0.08282683	0.41158044
a0	0.13614486	0.08096605	0.2072547	0.06541055	0.11064699	0.09452197	0.3050549
a18	0.15701258	0.122370414	0.24300362	0.0891709	0.06289533	0.067641646	0.2579055
a31	0.20071344	0.10821711	0.17371196	0.07635199	0.0562512	0.07406756	0.31068674
a38	0.1166298	0.05853317	0.2688918	0.03951302	0.09953448	0.039680384	0.37721732
a31	0.21917349	0.14785057	0.27024132	0.08843004	0.059433248	0.05157272	0.16329865
a20	0.10586969	0.08217571	0.28439072	0.056481928	0.14519551	0.024755077	0.3011314
a31	0.18815252	0.14844567	0.3251201	0.089330725	0.07404577	0.04365439	0.13125095
a35	0.07289502	0.08700229	0.36892197	0.07996474	0.19727318	0.031207912	0.16273494
a31	0.18426049	0.16165282	0.32211477	0.099761	0.07782283	0.04666607	0.107722
a18	0.06670974	0.10082279	0.38623607	0.10829939	0.19425431	0.037735064	0.1059427
a31	0.2148278	0.16807763	0.31356683	0.098562665	0.077201314	0.039603326	0.08816045
a46	0.07469085	0.108551696	0.37608117	0.11389277	0.18474953	0.0377612	0.10427275
a39	0.21713313	0.18867984	0.2866267	0.11835468	0.09156981	0.035325736	0.06231015
a31	0.2635773	0.17131065	0.29370657	0.09446069	0.072729655	0.034700006	0.069515035
</S>	0.1513965	0.16629873	0.31145528	0.11621862	0.10154281	0.03652074	0.11656739
