 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.027972158	0.04461408	0.18479858	0.451941	0.16412783	0.03274056	0.09380591
a31	0.11456411	0.03707043	0.15476623	0.2573696	0.30723983	0.105712056	0.023277707
a37	0.01726705	0.010689951	0.013174476	0.56052935	0.3423521	0.051029358	0.0049576536
a31	0.076831795	0.029515889	0.02092415	0.5516285	0.2520044	0.067010686	0.002084662
a13	0.08234001	0.027611136	0.015859324	0.39099643	0.42099684	0.060623053	0.0015731097
a31	0.049025133	0.024425512	0.17205167	0.72939026	0.021877356	0.0028336158	0.00039652927
a43	0.03243192	0.017122362	0.06436849	0.4755457	0.33909893	0.069849744	0.0015829368
a31	0.07117521	0.025918143	0.5096542	0.3622105	0.02840008	0.002508851	0.00013301408
a20	0.05548481	0.020213744	0.24104215	0.3092971	0.25703624	0.1126684	0.004257575
a31	0.26176497	0.27102947	0.13871586	0.1456472	0.14528345	0.037188392	0.00037065742
a11	0.24664944	0.31488872	0.110937014	0.06670554	0.12975962	0.12189625	0.009163342
a31	0.19019926	0.61577094	0.039956998	0.023155129	0.058221534	0.06770584	0.0049903044
a30	0.25776905	0.53679127	0.05867238	0.021133602	0.045057893	0.062308285	0.018267538
a31	0.21195987	0.6038981	0.050773915	0.019014308	0.039636854	0.059747953	0.0149689745
a42	0.31070343	0.471329	0.097050205	0.018664602	0.024377892	0.04454228	0.03333258
a20	0.3273523	0.4104015	0.1420386	0.026162531	0.01867877	0.030920153	0.044446196
a31	0.2678289	0.28837672	0.15975508	0.062335037	0.03765712	0.058115613	0.12593152
a20	0.2849417	0.3093361	0.16554284	0.05953958	0.031528126	0.042488407	0.10662329
</S>	0.23809539	0.24588725	0.16172437	0.08662659	0.07104376	0.08188777	0.11473489
