 	voglio	che	Maria	venga	domani	</S>
a31	0.43898878	0.0073325974	0.0024535982	0.033757236	0.07806854	0.43939924
a35	0.0061199707	0.06080629	0.23120892	0.5351997	0.08897913	0.07768599
a31	0.020430453	0.01783772	0.14666614	0.4591835	0.12681057	0.22907156
a37	0.0010621493	0.006124851	0.18768087	0.6259523	0.12650423	0.052675545
a31	0.0010386605	0.026974391	0.35707313	0.5074805	0.03904859	0.06838466
a11	0.0056592957	0.09203538	0.4010861	0.40018973	0.08077462	0.020254776
a31	0.00081988773	0.025143499	0.17534278	0.5438026	0.20736703	0.047524195
a20	0.0049824133	0.04032698	0.24704449	0.36195737	0.2122819	0.13340682
a13	0.0070670294	0.015920345	0.1406288	0.24646641	0.29159173	0.29832563
a20	0.09426663	0.10608552	0.28205153	0.21460624	0.16526616	0.1377239
a31	0.21225017	0.16146278	0.1731242	0.15270263	0.12826271	0.17219749
a18	0.12716612	0.095231764	0.1997626	0.13829342	0.20310278	0.23644337
a31	0.40578568	0.18248726	0.13264601	0.08911413	0.082057275	0.107909575
a36	0.18476003	0.13374384	0.24279207	0.12502705	0.16333497	0.15034212
a31	0.43920535	0.21354268	0.14167768	0.07495281	0.06621088	0.06441058
a20	0.18005803	0.13475208	0.23379771	0.11984092	0.17164423	0.15990703
a31	0.35652518	0.25988096	0.19057664	0.07915618	0.06408294	0.049778175
a20	0.14664766	0.1191455	0.25984687	0.14873841	0.19299869	0.13262291
a31	0.31813222	0.26384455	0.21656904	0.084464505	0.06992358	0.04706613
</S>	0.14851937	0.1158622	0.2758202	0.1433805	0.18773533	0.12868243
