 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.02439011	0.0121500315	0.0004648459	0.00079786143	0.00032946267	0.94610023	0.010530831	0.005236684
a31	0.05014449	0.09430901	0.18441243	0.19352521	0.0032465765	0.38277307	0.07907848	0.012510755
a7	0.0010131288	0.0014965378	0.01139402	0.026396815	0.0037725477	0.044789817	0.8981501	0.012986959
a31	0.002260578	0.00885248	0.037580993	0.06598048	0.099367656	0.0741359	0.69764584	0.014176151
a21	0.003017618	0.015813889	0.025089007	0.03530769	0.06017564	0.062831685	0.794156	0.0036085555
a31	0.016724415	0.12600166	0.2338171	0.05358922	0.091027595	0.20132032	0.27544528	0.0020744284
a11	0.035027597	0.20031488	0.077195644	0.016694713	0.06130848	0.2274537	0.38097936	0.001025608
a31	0.07075412	0.14278582	0.24142595	0.10862697	0.058213737	0.29432565	0.082959786	0.0009080183
a46	0.07824224	0.16694176	0.12609479	0.07628412	0.08557311	0.22822587	0.23300882	0.005629268
a31	0.057528038	0.066139646	0.09117483	0.13154644	0.15010013	0.14639169	0.34819674	0.008922408
a17	0.054293465	0.053160127	0.062068503	0.11879203	0.12465977	0.130325	0.3719865	0.08471453
a20	0.057273947	0.05788158	0.053861804	0.09180937	0.059271496	0.11264929	0.18006834	0.38718414
a31	0.047480293	0.050902598	0.03857074	0.12241611	0.043709874	0.099590234	0.13805759	0.45927256
a20	0.06617548	0.08329224	0.07280706	0.1001629	0.030198688	0.11514132	0.068998635	0.46322367
</S>	0.116105035	0.14331946	0.103821315	0.2154531	0.057596438	0.083214745	0.051543806	0.2289461
