 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.012962444	0.0069094533	0.0013308917	0.0004057636	0.023429237	0.9497003	0.003962804	0.0012990232
a39	0.0049440255	0.012194746	0.049966235	0.1392634	0.2278421	0.4601637	0.10457987	0.0010458454
a41	0.0018633307	0.0038482565	0.005808503	0.28241655	0.65355694	0.049989928	0.001676259	0.0008402828
a39	9.969695e-05	0.00066660746	0.013033152	0.680545	0.29462498	0.009830296	0.000302484	0.0008978088
a20	8.4419094e-05	0.0012130276	0.05871404	0.6682388	0.23288786	0.036335655	0.000993254	0.001532868
a0	0.00066600303	0.0099785775	0.12359565	0.47250184	0.16526659	0.19587824	0.02819346	0.0039196326
a31	0.0046397313	0.030013965	0.082050525	0.15277597	0.085768886	0.2315866	0.3729918	0.040172547
a13	0.02594319	0.046130244	0.07768553	0.13762048	0.10523148	0.2358365	0.28920215	0.08235048
a17	0.030876094	0.060970772	0.067806154	0.09112558	0.04435798	0.12263808	0.40226743	0.17995797
a31	0.053442277	0.08230309	0.06446996	0.069429204	0.064988256	0.09660512	0.34175685	0.22700527
a3	0.04982772	0.0656985	0.037129104	0.03440292	0.020249987	0.08333249	0.34635618	0.3630031
a46	0.19252045	0.19273871	0.082002655	0.052829094	0.040556647	0.056260094	0.20158507	0.1815073
</S>	0.20837316	0.21278915	0.07884357	0.04414835	0.039104093	0.04717277	0.19864644	0.17092252
