 	Marika	è	che	si	sposa	domani	</S>
a27	0.36297095	0.11539742	0.0072777425	0.04384999	0.37887368	0.031925317	0.05970484
a37	0.014338604	0.05603264	0.29266196	0.57657284	0.020244619	0.0022385884	0.037910763
a31	0.003276747	0.0026354876	0.012935078	0.8401426	0.1055622	0.029449211	0.005998505
a11	0.0050631627	0.0053894306	0.054748215	0.40855783	0.33921093	0.18280517	0.004225302
a31	0.007593565	0.02593031	0.19364709	0.5202136	0.18287861	0.043662462	0.026074432
a37	0.019557917	0.06747928	0.3582163	0.31351155	0.102554664	0.13285883	0.005821512
a31	0.007481419	0.047205806	0.2321303	0.30518308	0.18532847	0.14191331	0.08075757
a6	0.0084086135	0.078265265	0.3790887	0.2887257	0.05995892	0.11103006	0.074522726
a20	0.0021018945	0.027073607	0.15267551	0.18891244	0.07923828	0.12947322	0.42052507
a31	0.020900734	0.08136814	0.1773238	0.18845262	0.09385999	0.12227137	0.31582338
a20	0.009838239	0.02160619	0.05165636	0.07014159	0.25839612	0.4089382	0.17942329
a31	0.060005214	0.06916313	0.09458186	0.10380892	0.12444578	0.17946531	0.3685298
a0	0.038950294	0.043148927	0.050794367	0.05151677	0.21440485	0.25540438	0.34578037
a20	0.095074534	0.102721095	0.12120089	0.119655274	0.15570074	0.13361196	0.2720355
a31	0.24397694	0.1499822	0.110346794	0.08740046	0.10253525	0.098323405	0.20743488
</S>	0.05763968	0.06846031	0.0753003	0.091484986	0.22483349	0.1876724	0.29460883
