 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.0013857094	0.00029754027	0.00020769837	0.018889325	0.015891092	0.16900928	0.04773941	0.0001203502	0.74645954
a31	0.03172974	0.08501674	0.00043473885	0.016129673	0.02956093	0.30634686	0.16421606	0.0028789414	0.36368632
a46	0.0072045093	0.8570364	0.05325204	0.065263554	0.009450048	0.004354289	0.0030535355	0.00011315695	0.00027257006
a31	0.12522566	0.60386467	0.047500666	0.13300577	0.023412185	0.015864607	0.044384982	0.0025066051	0.0042348993
a24	0.107367665	0.16663752	0.39585036	0.31193388	0.014297146	0.0019958434	0.0016146041	0.00020922195	9.3700124e-05
a31	0.13553458	0.44818962	0.0692803	0.18762028	0.050918613	0.05052063	0.05237726	0.0023569125	0.0032017531
a37	0.4406824	0.08237166	0.3025945	0.15221822	0.01815238	0.0020842482	0.0011221993	0.0003443015	0.0004300872
a31	0.2321281	0.25636476	0.055208713	0.20324342	0.09399597	0.107206	0.045144256	0.0027902857	0.00391846
a18	0.53657466	0.09113104	0.154799	0.15323852	0.046189	0.01313413	0.0028934025	0.0007196268	0.0013206092
a31	0.23780163	0.18299393	0.021199517	0.10866398	0.1190335	0.2563898	0.065339655	0.0037868002	0.004791175
a41	0.33366463	0.14476621	0.08271027	0.14772737	0.12716545	0.14333858	0.015916562	0.0018119987	0.0028989394
a31	0.21019016	0.1299187	0.00949101	0.05386415	0.11802435	0.38793734	0.0793249	0.005277779	0.005971582
a21	0.13028918	0.11634025	0.037581228	0.10764066	0.16780788	0.38407648	0.049358245	0.0038294045	0.0030765818
a31	0.18391731	0.100711115	0.0047256197	0.030480895	0.101351075	0.46115178	0.0991157	0.008663995	0.009882569
a14	0.061679628	0.08141867	0.01974745	0.083108164	0.17389253	0.47483864	0.09335639	0.008165735	0.0037927362
a31	0.10253904	0.09132387	0.0029999195	0.026572809	0.08627129	0.50522244	0.15319037	0.014187147	0.017693207
a24	0.06134049	0.08551279	0.013768133	0.06771498	0.1649903	0.49522662	0.09819885	0.0088889	0.0043589664
a31	0.053649504	0.08078915	0.003296428	0.028956698	0.092597485	0.4078204	0.23464313	0.03937221	0.058875047
a10	0.04060183	0.060960803	0.011535139	0.06897876	0.1722762	0.45639616	0.1610026	0.020931508	0.007316953
a7	0.05291333	0.07779499	0.0031505048	0.030446598	0.10702618	0.425924	0.23690599	0.034104817	0.031733572
a20	0.052303314	0.102801986	0.0053830133	0.041588154	0.12674077	0.30887148	0.2632843	0.064050734	0.034976214
a31	0.09599925	0.16595663	0.004344041	0.02974604	0.09799802	0.2697027	0.25443298	0.0496916	0.032128744
a8	0.054138087	0.08707611	0.0033618677	0.01925455	0.13322778	0.47767064	0.17653112	0.0366163	0.012123559
a31	0.08527971	0.11906813	0.0062046363	0.02205465	0.0925819	0.21237771	0.34182844	0.07591027	0.044694517
a33	0.06183252	0.050357774	0.0019532645	0.00978732	0.08772415	0.39542878	0.2795503	0.0721478	0.041218102
a7	0.06344671	0.06048091	0.0042805565	0.013649532	0.08217351	0.24751645	0.3538119	0.080024615	0.09461578
a31	0.122601464	0.14866985	0.0042285463	0.028058067	0.080171384	0.19054554	0.23826304	0.08908692	0.098375216
a23	0.031871807	0.03678905	0.0051714377	0.02490017	0.1328534	0.27732527	0.30361938	0.13352229	0.053947162
</S>	0.079666086	0.107792534	0.008260859	0.041997816	0.113104455	0.18034232	0.2850793	0.11722213	0.066534564
