 	hai	già	mangiato	</S>
a31	0.018697187	0.08717297	0.041785322	0.8523446
a37	0.007067472	0.21456376	0.17725913	0.6011097
a31	0.0019215271	0.016464904	0.12848674	0.8531269
a46	0.003535731	0.22187743	0.71952075	0.05506609
a31	0.032082982	0.5021021	0.4135784	0.052236576
a39	0.032984596	0.23683411	0.45618415	0.27399713
a20	0.06700133	0.42800057	0.43214715	0.07285094
a31	0.059033085	0.35231063	0.23973222	0.3489241
a46	0.101818234	0.47700706	0.1527613	0.26841348
a31	0.1242833	0.57825357	0.1958397	0.101623364
a18	0.11211524	0.49908346	0.20704226	0.18175898
a24	0.2874291	0.47178373	0.16388153	0.0769056
a46	0.3533301	0.41929707	0.15921523	0.06815758
</S>	0.3707163	0.41792205	0.14145693	0.069904685
