 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.30958962	0.059930377	0.08641859	0.43592483	0.070835054	0.016010288	0.02129121
a46	0.048625994	0.054661144	0.2063433	0.41095558	0.20364895	0.06701631	0.008748727
a31	0.07781772	0.27024582	0.054045603	0.3039945	0.10530108	0.049535237	0.13906002
a35	0.0014008037	0.05200187	0.25237855	0.42990318	0.15766364	0.07284625	0.033805683
a31	0.014132103	0.17487296	0.10222862	0.572112	0.07811649	0.015043776	0.04349401
a20	0.07824281	0.30607104	0.25068665	0.20990786	0.11100509	0.030582549	0.013504011
a31	0.03093101	0.098884985	0.119218804	0.3478767	0.3028906	0.050853737	0.049344115
a39	0.3321132	0.15680617	0.12640856	0.15494725	0.14317164	0.062669106	0.023884024
a3	0.019208992	0.030609205	0.09802001	0.21976525	0.33170938	0.15940502	0.14128214
a31	0.06396947	0.027254181	0.1634381	0.19154555	0.20646723	0.2240954	0.123230085
a7	0.14805274	0.17965332	0.108160794	0.15840475	0.2022576	0.16727208	0.03619866
a10	0.027537156	0.042843375	0.12522979	0.12121908	0.2252067	0.32724786	0.13071607
a31	0.12420143	0.11825574	0.13277984	0.11638683	0.14859267	0.2574321	0.102351375
a11	0.052849192	0.27156025	0.0966525	0.05596571	0.13419689	0.30766234	0.08111309
a18	0.1204693	0.2731313	0.09705641	0.059083663	0.08878953	0.21548437	0.14598545
a28	0.2204795	0.2655699	0.085684136	0.055154216	0.07226484	0.17234288	0.12850451
a31	0.13900167	0.19361293	0.070006095	0.05578063	0.116930634	0.25030157	0.17436643
a11	0.09711103	0.27916774	0.08324412	0.0462093	0.10964608	0.2394064	0.14521536
a13	0.23442663	0.26434374	0.081749886	0.04427742	0.063129984	0.16565984	0.14641252
a31	0.20839335	0.23576932	0.07153991	0.044850837	0.07452721	0.19391154	0.1710079
a20	0.12183847	0.2755283	0.093163766	0.040900547	0.09012553	0.22071525	0.15772815
a31	0.2490838	0.27261913	0.1020074	0.0437651	0.057343878	0.14692567	0.12825501
a8	0.058295313	0.257791	0.15847518	0.053633936	0.08664994	0.22907034	0.15608433
</S>	0.20730543	0.28709683	0.16732545	0.068342514	0.07343671	0.114839226	0.08165375
