 	sta	e	dorme	nel	letto	</S>
a33	0.018137326	0.00013091163	0.012839929	0.10212404	0.8356401	0.031127725
a31	0.123039044	0.06870402	0.010611722	0.63291866	0.11674403	0.04798244
a37	0.01046266	0.02827514	0.3177306	0.010665589	0.49534932	0.13751662
a31	0.19694054	0.3195475	0.16136837	0.20215476	0.06446181	0.055527065
a13	0.27485952	0.2456439	0.2322155	0.13955994	0.07285261	0.034868564
a20	0.12996632	0.14259067	0.077628195	0.2633087	0.14958787	0.23691829
a24	0.1027238	0.087295786	0.036107313	0.19168048	0.06263375	0.5195589
a28	0.13682675	0.122999065	0.0064435652	0.28434315	0.09654381	0.35284364
a31	0.13181363	0.14860201	0.011681042	0.2633615	0.20865066	0.2358912
a35	0.07145167	0.15012899	0.049133923	0.16495523	0.48286006	0.08147005
a18	0.1277108	0.1326476	0.02773723	0.15812016	0.2631103	0.29067385
a31	0.12323477	0.12096811	0.07840364	0.112653226	0.2876772	0.27706307
a13	0.058710318	0.1264234	0.23802023	0.050400298	0.36383232	0.1626135
a39	0.20373105	0.17243762	0.17160194	0.077926494	0.16204888	0.21225406
a31	0.1925201	0.15431438	0.16669711	0.07415929	0.1819999	0.23030917
a21	0.06494281	0.13988757	0.30418015	0.036526952	0.2818755	0.17258693
a31	0.2352081	0.19251576	0.21019793	0.068905964	0.1341032	0.15906903
</S>	0.06430872	0.15363434	0.32141238	0.04973015	0.2620021	0.14891234
