 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	0.0006996419	0.00082473824	0.0010106678	0.013653895	0.29388994	0.5311417	0.13753605	0.00041721945	0.0041234237	0.000759331	0.015943348
a17	0.34415355	0.12602434	0.065501265	0.12289244	0.14552408	0.015534755	0.03801508	0.04216563	0.016261198	0.014343657	0.069583975
a31	0.0022444064	0.0037005767	0.03075507	0.10489418	0.45399696	0.054338988	0.01531805	0.29926917	0.005284241	0.023118462	0.007079932
a17	0.0026347155	0.0033064643	0.016828034	0.05036881	0.18024059	0.12766317	0.036166362	0.31707025	0.11977021	0.14387186	0.002079538
a20	0.013740266	0.030530458	0.0836543	0.044903364	0.036449578	0.004881501	0.005036332	0.6282233	0.016286591	0.122830816	0.013463535
a8	0.007388127	0.014196456	0.021786021	0.013566043	0.020837432	0.0053968527	0.012055123	0.5948009	0.044086557	0.21119994	0.05468659
a20	0.0032036502	0.010277798	0.008977579	0.007682109	0.015260341	0.0062049264	0.03702639	0.47752145	0.024123143	0.3310977	0.0786249
a31	0.0663026	0.13059199	0.09133307	0.092052035	0.13731943	0.035873946	0.1275841	0.12197286	0.034508783	0.1441906	0.018270569
a46	0.093318105	0.11761017	0.27177855	0.25836524	0.13748972	0.0311941	0.02603756	0.032524146	0.006855886	0.013791225	0.011035253
a31	0.16238402	0.15014401	0.13727075	0.114785045	0.09407249	0.02171479	0.02344201	0.08740768	0.023724852	0.056503896	0.12855045
a35	0.08646634	0.12080346	0.21041249	0.24791516	0.16626278	0.059090227	0.019518549	0.039267797	0.0022247124	0.012323985	0.035714544
a33	0.14199953	0.09130989	0.16007759	0.13632278	0.16484523	0.030946216	0.021622615	0.037971534	0.0032839677	0.02550757	0.18611306
a8	0.22698852	0.22627573	0.062451083	0.04986742	0.04832837	0.004407889	0.0146587435	0.15146674	0.005063246	0.0208112	0.18968098
a24	0.14225473	0.17841855	0.039697196	0.036309298	0.035605047	0.0049021062	0.029406749	0.23826453	0.0074766516	0.057278126	0.23038705
a27	0.1333904	0.11782197	0.13163985	0.1019283	0.10900535	0.03423365	0.026863074	0.07461659	0.030024907	0.059852026	0.18062392
a31	0.12908427	0.1440583	0.1339967	0.1196732	0.10665476	0.027219394	0.025314374	0.09735116	0.017267248	0.05815732	0.1412232
a10	0.07332953	0.078172855	0.22399345	0.24384527	0.17186856	0.05305111	0.03519671	0.02900636	0.003938934	0.033884905	0.053712305
a11	0.093869805	0.10006522	0.10920453	0.104706556	0.15745981	0.052246615	0.038615607	0.05958335	0.03624516	0.088292256	0.15971112
a24	0.11721791	0.11732885	0.119489476	0.10582123	0.124897584	0.035444997	0.02832478	0.07928547	0.033275146	0.071302675	0.16761188
a28	0.10785031	0.10769183	0.11818771	0.09895636	0.13618483	0.044539284	0.03373693	0.069488116	0.02489513	0.067885414	0.19058411
a31	0.08396135	0.10398896	0.11598174	0.10661267	0.15418015	0.052744396	0.039218664	0.06663842	0.028838439	0.08537013	0.1624651
a46	0.044616144	0.039434187	0.14584272	0.15426053	0.18832313	0.11854487	0.079911254	0.015580637	0.012728777	0.06387811	0.13687961
a31	0.14814702	0.10842906	0.14181332	0.08515972	0.111735135	0.055668417	0.039076287	0.044382222	0.029958999	0.04999392	0.18563591
a26	0.04883629	0.03884326	0.13400318	0.120509565	0.17012896	0.17752098	0.06494051	0.0093317395	0.0036196285	0.021129835	0.2111361
a31	0.13405296	0.08893596	0.24087755	0.16316383	0.10674004	0.07771363	0.038389456	0.014360504	0.01204359	0.02367227	0.10005023
a46	0.06020229	0.04748724	0.14188243	0.14034826	0.16270189	0.18306364	0.045986723	0.007558187	0.0015802894	0.0077348724	0.20145415
a20	0.11215501	0.061887693	0.20488712	0.1617622	0.14182104	0.11458367	0.049844105	0.009238329	0.0023611414	0.013299742	0.12816007
a35	0.1813559	0.13934748	0.1764059	0.10873319	0.10887057	0.077430256	0.039992392	0.024811814	0.004277734	0.020543916	0.118230864
</S>	0.18672085	0.14168741	0.17641659	0.10023961	0.096730106	0.06834822	0.038937256	0.029162155	0.011589731	0.027125923	0.123042166
