 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.0038950662	0.33010155	0.15256836	0.15804073	0.17177147	0.063042216	0.10150622	0.019074399
a31	0.02480832	0.3979717	0.008635398	0.045253154	0.3162536	0.16754778	0.026503993	0.013026099
a15	0.01848761	0.0810288	0.020272862	0.04582744	0.20594722	0.256745	0.34968188	0.022009162
a20	0.012131642	0.42103818	0.011737976	0.062133405	0.28716224	0.14405328	0.056729082	0.0050141574
a11	0.024912188	0.21395627	0.06512969	0.17708223	0.23996222	0.1758785	0.092652746	0.010426118
a31	0.04278075	0.09628286	0.192445	0.29579896	0.17556523	0.09767364	0.05008908	0.049364425
a39	0.36965308	0.07933223	0.03621569	0.17597017	0.17960334	0.081915475	0.03291064	0.0443994
a46	0.11969434	0.049182784	0.14697348	0.29791337	0.18768923	0.07722846	0.012790941	0.10852741
a18	0.27540776	0.16888341	0.13814077	0.12980813	0.10762806	0.08990775	0.03684616	0.05337791
a31	0.144496	0.17017931	0.16065761	0.14541085	0.12270023	0.113053784	0.06492207	0.07858014
a13	0.11220053	0.08854825	0.09882681	0.13610566	0.1271253	0.16848885	0.13936786	0.12933674
a31	0.28717858	0.18105908	0.104948774	0.094313525	0.08744914	0.090582184	0.07899769	0.07547104
a46	0.2258322	0.17845213	0.0649327	0.062473636	0.05806381	0.10542834	0.15883672	0.14598048
a31	0.34904483	0.25037536	0.09735591	0.06883097	0.05880926	0.068130605	0.063760675	0.043692414
</S>	0.16518547	0.16728315	0.088750266	0.07415235	0.06062802	0.12218965	0.19466278	0.12714829
