 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.0009982786	0.00013335489	0.0031967468	0.0009654614	0.003313153	0.01702216	0.003642453	0.005991409	0.0015906796	0.9631464
a31	0.005473412	0.026662271	0.0072525796	0.03094158	0.09182256	0.18044873	0.24029548	0.14575659	0.26145142	0.009895354
a10	0.013504952	0.0034108665	0.013784341	0.014364093	0.5288242	0.23586379	0.087061785	0.081351124	0.019509053	0.0023258158
a41	0.0019272731	0.006005256	0.012869709	0.010261439	0.77767766	0.12391128	0.036431655	0.01200549	0.018734764	0.00017546925
a24	0.012117457	0.017960656	0.005164925	0.04168235	0.5926079	0.22047924	0.056259558	0.027220346	0.025545508	0.0009619722
a46	0.022716342	0.05153024	0.002200489	0.0956173	0.30547503	0.34123796	0.10200992	0.04897347	0.028450804	0.0017884851
a24	0.03947196	0.08673208	0.0038397475	0.14978988	0.25120994	0.2818886	0.09437027	0.05577694	0.035227556	0.001692975
a37	0.028694488	0.08284233	0.018188814	0.09626921	0.17860647	0.34857506	0.1457143	0.06385535	0.029588584	0.0076654595
a46	0.018123077	0.096133195	0.023450455	0.10733396	0.2668745	0.3198361	0.09920201	0.045287024	0.022853373	0.0009063742
a31	0.024253072	0.09491886	0.01764161	0.10680649	0.22904576	0.3332806	0.11255588	0.051361583	0.026556386	0.0035798198
a20	0.0204622	0.065132886	0.03693675	0.0810496	0.21603252	0.37145966	0.13079464	0.05589631	0.022133186	0.000102214886
a8	0.02929373	0.06514438	0.023556273	0.09320828	0.17043535	0.3714593	0.1536185	0.06611651	0.025674285	0.0014933143
a31	0.0059050256	0.030119924	0.0038104155	0.105337806	0.4493751	0.21950349	0.07551379	0.05667384	0.05210394	0.0016566922
a10	0.029145602	0.040814716	0.036400713	0.04675228	0.078408174	0.37652972	0.25378627	0.107922025	0.030077783	0.00016272653
a31	0.036049612	0.06255531	0.022922307	0.073104724	0.13604046	0.33129495	0.2004716	0.09649549	0.035838183	0.005227397
a10	0.046908364	0.046117827	0.029979866	0.045136638	0.07051833	0.32386872	0.27928764	0.13072284	0.027260298	0.00019947349
a11	0.044574838	0.049825754	0.029467622	0.06328237	0.09015793	0.2885351	0.23483792	0.13478819	0.05393268	0.0105975745
a37	0.07402605	0.06648612	0.0502628	0.066888824	0.07961264	0.23643512	0.21683267	0.12744188	0.056308743	0.025705192
a31	0.04694982	0.07048795	0.047288544	0.07026741	0.09980556	0.28625455	0.20766024	0.10867464	0.044078104	0.018533159
a20	0.023187844	0.025237707	0.049818926	0.039139956	0.04916016	0.33619294	0.27931616	0.1489561	0.047395047	0.0015952273
a41	0.088706866	0.06394961	0.07199929	0.06491951	0.065037996	0.19157596	0.2152784	0.1410237	0.07081291	0.026695816
a11	0.10899925	0.079430416	0.07913735	0.061427556	0.06261736	0.16063483	0.19270371	0.13377634	0.07418331	0.047089968
a27	0.109205544	0.07278919	0.085956104	0.04750271	0.04992276	0.14719	0.18121193	0.14496471	0.09422046	0.06703659
a0	0.0921824	0.0701834	0.07946725	0.047449984	0.05330866	0.1643235	0.1900345	0.14845674	0.09072417	0.06386945
a20	0.10159099	0.068163216	0.07958121	0.042830322	0.049589086	0.15779321	0.18143743	0.14912884	0.098336615	0.07154912
a31	0.05591854	0.06590938	0.07175469	0.04848317	0.07609687	0.2254579	0.20438513	0.14267512	0.07046272	0.038856473
a17	0.05245765	0.048536867	0.1036531	0.040896703	0.047768336	0.20201103	0.20790423	0.16325751	0.09457563	0.038938925
a20	0.1528198	0.08614407	0.108727776	0.04013742	0.036040768	0.09958162	0.13937563	0.12893483	0.11473782	0.09350029
a37	0.1474176	0.091588855	0.11587372	0.03819929	0.034625433	0.10676497	0.13732159	0.12769493	0.11199997	0.088513635
a31	0.14718072	0.088411026	0.11079608	0.037150566	0.03405683	0.10478763	0.13630699	0.12861152	0.11676178	0.09593687
a0	0.12775056	0.096442394	0.13379642	0.037644766	0.031736974	0.10811527	0.12774715	0.1239621	0.12005472	0.092749685
a17	0.20998085	0.14395331	0.17194618	0.05161205	0.025735378	0.043298703	0.0689031	0.0731317	0.11119947	0.100239284
a28	0.18019071	0.12575477	0.15321404	0.043942463	0.025588132	0.059849177	0.09166977	0.094780125	0.11968631	0.10532446
a31	0.17424428	0.12215758	0.14647087	0.042020194	0.025197007	0.066108055	0.096085064	0.099302046	0.121761195	0.106653675
a20	0.1461858	0.11399085	0.13547598	0.039141852	0.030241808	0.09587501	0.10751756	0.10905481	0.121054366	0.10146198
a28	0.18749778	0.13950512	0.16120893	0.05225319	0.024106013	0.04928763	0.07660422	0.08227467	0.12199736	0.10526503
a15	0.17764416	0.14193532	0.16207606	0.056914885	0.024309378	0.049330097	0.0756173	0.08178472	0.12529308	0.105095014
</S>	0.17211816	0.1397076	0.15877452	0.05591814	0.024209056	0.053012155	0.079417974	0.08549231	0.12652501	0.104825124
