 	voglio	un	forno	che	vende	rustici	</S>
a31	0.024840172	0.006445118	0.035083983	0.031929985	0.8301417	0.0012651674	0.070293784
a37	0.0352184	0.121428125	0.41883257	0.1589321	0.14009254	0.10840791	0.017088456
a31	0.037218735	0.1235779	0.2587668	0.10486555	0.38347214	0.01043057	0.08166832
a17	0.006775636	0.15233359	0.30127254	0.20439588	0.31569374	0.0025406263	0.016988
a20	0.009332021	0.21922912	0.16869342	0.46409875	0.115548216	0.002061939	0.021036493
a31	0.0026197971	0.20860606	0.21336734	0.3468629	0.20645985	0.003396392	0.018687604
a41	0.009049572	0.1496549	0.22811681	0.2158284	0.39386457	0.0013159058	0.0021698973
a24	0.011865817	0.109305374	0.21726073	0.24967572	0.27478477	0.08470519	0.052402396
a31	0.02342929	0.04836201	0.16350675	0.14432281	0.10735333	0.4404186	0.07260717
a39	0.074204475	0.07585342	0.09652923	0.20519525	0.4696285	0.0513293	0.027259719
a31	0.029224848	0.02871737	0.11218296	0.08366071	0.11127471	0.4129156	0.2220238
a8	0.058102787	0.048131708	0.097803645	0.13060169	0.3580191	0.18923223	0.1181088
a26	0.05175636	0.034822814	0.083063394	0.05932821	0.07210908	0.26817846	0.43074173
a23	0.044350285	0.035417043	0.09498578	0.07927978	0.058076605	0.37908936	0.30880114
a31	0.06973304	0.069520816	0.091145076	0.09617333	0.12943263	0.23289233	0.31110275
a20	0.07681515	0.048601083	0.09275914	0.050768714	0.116062775	0.28951	0.3254831
a39	0.15377757	0.099763304	0.07814353	0.06915558	0.08396027	0.2541939	0.26100585
a11	0.1617058	0.09330937	0.06458853	0.06037712	0.1531876	0.23762074	0.22921082
a37	0.15267204	0.08883786	0.0619668	0.05824052	0.18687548	0.22897902	0.2224282
a14	0.1448195	0.08514684	0.06069452	0.059987865	0.21198173	0.21315426	0.22421527
a24	0.15731055	0.08902085	0.05993815	0.058163233	0.2104839	0.20857678	0.21650654
a28	0.13081685	0.083454296	0.063105	0.060355496	0.22172834	0.19977534	0.24076465
a20	0.12369633	0.093305014	0.07108704	0.0667778	0.26504895	0.15321727	0.22686756
a8	0.1855749	0.116196714	0.066762954	0.05542978	0.21932313	0.18260933	0.1741032
</S>	0.19262657	0.1721849	0.11201636	0.072080545	0.12342593	0.2530662	0.07459949
