 	vuole	vuole	mangiato	caldo	</S>
a37	0.06462895	0.0026801268	0.0044455547	0.00042998206	0.9278154
a31	0.67956865	0.098905176	0.10067582	0.0021613261	0.11868915
a41	0.67688715	0.18601921	0.1006054	0.023159163	0.01332906
a31	0.21002139	0.23423949	0.4655664	0.0829047	0.0072680535
a11	0.1474524	0.3143246	0.5228673	0.012369336	0.002986402
a20	0.58742625	0.20280358	0.19496252	0.011730729	0.0030769322
a31	0.23656021	0.36659855	0.3899828	0.002860924	0.003997476
a18	0.18923384	0.3238424	0.35200128	0.03903401	0.09588844
a31	0.15210268	0.29352632	0.25284496	0.17183627	0.12968978
a20	0.10606905	0.2303995	0.24703789	0.19593625	0.22055729
a21	0.05130945	0.14241959	0.29266503	0.32898185	0.18462412
</S>	0.22511315	0.34105402	0.2557965	0.11754542	0.060490813
