 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.003612841	0.0011664323	0.0013264763	0.0148196975	0.0019182531	0.0029558889	0.0062126215	0.012374105	0.014541349	0.10894339	0.0368023	0.7953267
a31	0.00018597097	0.03876796	0.018167198	0.01790107	0.008229157	0.055111527	0.1842518	0.2904571	0.26854822	0.105295345	0.008240639	0.0048440155
a0	0.000426451	0.015672771	0.0045478414	0.0019490222	0.0011080249	0.01426456	0.25427863	0.5149837	0.17593455	0.011205258	0.003371003	0.0022581376
a37	0.00027637425	0.048300475	0.019845305	0.0047070878	0.0054491065	0.03762233	0.28327104	0.35805503	0.18357803	0.035276067	0.007613953	0.016005188
a25	0.00034826843	0.014382605	0.0056238286	0.009787948	0.0076836967	0.058324426	0.16805872	0.2888917	0.3487392	0.08382618	0.009666896	0.0046664593
a31	0.008251216	0.044819966	0.0833841	0.10892774	0.070874415	0.1274724	0.09762283	0.13350944	0.17893535	0.11325267	0.020760061	0.012189775
a3	0.0077567846	0.042706728	0.13332337	0.050709933	0.07422376	0.15539348	0.23757806	0.18473013	0.064080626	0.025411988	0.021871641	0.0022135356
a20	0.0054623503	0.025382562	0.050297897	0.07399216	0.070328824	0.15022567	0.14371839	0.13767193	0.18735047	0.12197314	0.027987842	0.005608779
a24	0.018043092	0.05934297	0.088346764	0.1127576	0.089609236	0.13193893	0.0989852	0.13258095	0.1439482	0.093412325	0.02347829	0.0075564934
a18	0.038288884	0.05118892	0.10248984	0.13322295	0.10280897	0.11943919	0.08254649	0.10770054	0.13535911	0.086044416	0.026510103	0.014400598
a31	0.047557462	0.06252169	0.097816184	0.12539262	0.08430947	0.113572694	0.09069202	0.13642846	0.1204604	0.07917906	0.03249893	0.0095710745
a28	0.0546828	0.037416317	0.08934271	0.09068944	0.102959424	0.15221089	0.1742901	0.11518598	0.07487407	0.055072904	0.05250214	0.00077322545
a37	0.046271976	0.054571647	0.079523735	0.11533596	0.09057349	0.103763625	0.090570204	0.13515992	0.13830684	0.09537081	0.043829482	0.0067223017
a31	0.07072908	0.05436989	0.08648636	0.12127728	0.08915654	0.10021577	0.08638085	0.1332809	0.12433837	0.083704665	0.041970544	0.008089813
a20	0.06739252	0.028278532	0.06459737	0.09705911	0.08376838	0.12310044	0.15495157	0.11779442	0.088832155	0.08730893	0.085841134	0.0010753847
a13	0.05562833	0.045704097	0.06466712	0.08907117	0.09812286	0.105772614	0.09123284	0.13450539	0.12634985	0.109132074	0.07214607	0.0076676398
a20	0.09334714	0.048821367	0.07889998	0.10158977	0.093712136	0.094995625	0.07793497	0.12103334	0.12355029	0.09783219	0.05566384	0.012619435
a31	0.1336155	0.059690814	0.08533647	0.08950882	0.09856136	0.099496506	0.07593342	0.11388047	0.10359525	0.0814684	0.047220044	0.011692975
a44	0.06584621	0.019819738	0.04266387	0.10358035	0.07447774	0.10342893	0.12251278	0.12554134	0.10495996	0.11286794	0.12199442	0.0023067407
a31	0.09564304	0.077726245	0.13432325	0.119910866	0.12462218	0.13571881	0.084291264	0.08764136	0.07629882	0.042905767	0.012959812	0.007958553
a23	0.06875683	0.0127117755	0.034937702	0.09615143	0.0633947	0.076601595	0.0827214	0.108299114	0.11852526	0.12593843	0.1865507	0.025411103
</S>	0.08797104	0.042889938	0.09286154	0.10198048	0.12162403	0.10484687	0.07409981	0.09289627	0.10751642	0.082462594	0.058183137	0.032667927
