 	possono	essere	ancora	svegli	</S>
a31	0.00081889867	0.026523743	0.006482391	0.5815624	0.38461256
a20	0.007963704	0.47764528	0.17999303	0.18329643	0.15110157
a23	0.0037576717	0.010073895	0.008641074	0.010029397	0.967498
a31	0.001645263	0.018628495	0.02443866	0.053536266	0.9017513
a20	0.0013313757	0.20626613	0.43033892	0.35120428	0.010859271
a11	0.076344766	0.14039032	0.35324228	0.26152533	0.16849731
a20	0.14014623	0.1163463	0.25051907	0.17260258	0.32038575
a31	0.13837248	0.12446001	0.23308761	0.18907721	0.31500262
a37	0.12110889	0.13430817	0.28068843	0.28639928	0.17749523
a31	0.28941622	0.13261338	0.16696604	0.14120525	0.26979905
a11	0.21472955	0.1909611	0.2647816	0.24516523	0.08436256
a46	0.3720915	0.15582336	0.17679277	0.14095739	0.15433496
a31	0.4932295	0.13919741	0.13835359	0.10481332	0.12440623
a46	0.2240348	0.27422786	0.24659814	0.17556943	0.07956973
a31	0.4967865	0.16084735	0.13745885	0.10365652	0.10125088
a20	0.19897524	0.3379335	0.25416964	0.13706167	0.071859956
a28	0.47511604	0.23641838	0.15839142	0.08449525	0.04557898
</S>	0.5570796	0.16713646	0.12985232	0.076848574	0.069083065
