 	perché	aveva	lavorato	molto	</S>
a46	0.8236166	0.1518161	0.0042635207	0.00069474295	0.019609055
a31	0.096679635	0.3618276	0.40897343	0.10555513	0.026964152
a17	0.040432606	0.10517564	0.6132805	0.19642247	0.044688813
a31	0.15504001	0.33994412	0.3037931	0.17983858	0.021384187
a37	0.12918578	0.34685543	0.33402857	0.18361089	0.006319237
a31	0.10602864	0.414401	0.11251762	0.32507357	0.04197917
a18	0.23404887	0.18217525	0.25451913	0.31500635	0.014250302
a10	0.024282703	0.29124922	0.0968608	0.4512798	0.13632753
a31	0.081250146	0.4220932	0.16570729	0.23352656	0.09742284
a46	0.5639726	0.18811327	0.07015001	0.11780553	0.059958614
a20	0.0737911	0.23481555	0.18466707	0.24681509	0.25991118
a11	0.3262981	0.24140984	0.17222208	0.13759893	0.122471064
a18	0.28505144	0.18279794	0.1518524	0.1594234	0.22087482
a31	0.24740343	0.15601844	0.1487847	0.18568863	0.26210478
a0	0.097742125	0.16650647	0.19944946	0.2683287	0.26797324
a31	0.3801711	0.22031212	0.13270305	0.09611168	0.17070216
a8	0.12360248	0.17676118	0.24727674	0.118771695	0.33358794
a31	0.35789964	0.29763424	0.17084919	0.08466509	0.08895175
a7	0.091338165	0.20276977	0.27754912	0.1544926	0.2738503
a31	0.3918373	0.28165063	0.1517147	0.076001845	0.09879554
</S>	0.088127896	0.23636577	0.2770552	0.15502664	0.24342455
