 	non	aveva	dove	aveva	per	stare	</S>
a7	0.010364337	0.0034419026	0.0029851198	0.006706138	0.4450807	0.52329266	0.008129128
a31	0.13753662	0.26259124	0.14840765	0.34048137	0.04048863	0.067679785	0.0028147623
a29	0.034265853	0.19761062	0.18747824	0.29378206	0.2115144	0.07004755	0.005301215
a19	0.023459483	0.05854496	0.08896741	0.11944857	0.5367541	0.17136428	0.0014612613
a46	0.15081204	0.28434372	0.21446918	0.16687879	0.14604203	0.03469537	0.0027588648
a31	0.079315715	0.18384352	0.2664296	0.23329622	0.16790497	0.059751432	0.009458495
a38	0.07807701	0.114427306	0.1186574	0.16908292	0.123339705	0.047476474	0.34893915
a31	0.15172398	0.17324479	0.11689954	0.09560591	0.09006149	0.07064452	0.30181974
a20	0.09520264	0.170278	0.11038519	0.09421651	0.05424007	0.026930742	0.44874686
a31	0.31043378	0.21977223	0.12190802	0.07339871	0.035555836	0.042946726	0.19598466
a0	0.110514686	0.29453558	0.19625126	0.12169724	0.034685165	0.025284557	0.21703155
a31	0.24822477	0.3020329	0.19390257	0.10401052	0.015459253	0.026482962	0.109886974
a46	0.098210424	0.31306425	0.23523983	0.15057819	0.02125972	0.020523883	0.16112371
a18	0.24428038	0.2864339	0.20713665	0.113781996	0.015070265	0.027898692	0.105398074
</S>	0.36918572	0.26784575	0.15649103	0.07688281	0.017700104	0.028224595	0.083670035
