 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.5600073	0.05167634	0.12407201	0.014425329	0.010945573	0.01714052	0.22173287
a20	0.00028337928	0.0034388304	0.70097303	0.25357458	0.01693299	0.016955437	0.007841785
a17	0.02285607	0.028588798	0.17896461	0.44914362	0.1659611	0.02028548	0.1342003
a31	0.00015988635	0.0013619974	0.018912103	0.13163218	0.77212834	0.0155005455	0.060304932
a39	8.183534e-05	0.0011005519	0.20103464	0.6545273	0.12911105	0.012853626	0.0012909527
a31	0.00023707749	0.0052869134	0.06423138	0.16873242	0.6088968	0.12905714	0.023558302
a20	0.0010725982	0.041525356	0.24788749	0.5309486	0.114030145	0.061570525	0.0029653509
a31	0.0018016432	0.04346364	0.09634079	0.13450323	0.25056815	0.39171967	0.081602894
a13	0.007908464	0.12789947	0.1837454	0.26930353	0.11198205	0.2765077	0.02265341
a24	0.014231926	0.07325832	0.09199279	0.1039512	0.10096996	0.39661807	0.21897776
a46	0.21648367	0.18672384	0.09239746	0.09521907	0.07987843	0.16902815	0.16026936
a31	0.088835575	0.11242985	0.09657753	0.11341846	0.17137457	0.249398	0.167966
a20	0.06548343	0.11661221	0.07993198	0.09158288	0.07759341	0.45904076	0.10975534
a31	0.16946703	0.18141115	0.11189983	0.12393791	0.04021051	0.18115874	0.19191487
a18	0.1735611	0.31230482	0.12559092	0.12352384	0.01026751	0.19847971	0.056272075
a20	0.14961796	0.16061096	0.12859333	0.14380386	0.036456946	0.17474303	0.20617388
a31	0.19950184	0.11774504	0.07254906	0.083226785	0.0965118	0.21047412	0.2199914
a11	0.22747195	0.30802497	0.11167997	0.10794931	0.022298576	0.13517994	0.08739534
a31	0.41214314	0.27072397	0.06987319	0.06881025	0.030983632	0.07289412	0.07457168
a28	0.23120983	0.31412375	0.103219785	0.095246084	0.026543334	0.13899228	0.0906649
a41	0.4098197	0.28558993	0.06855008	0.06678317	0.03101343	0.0700941	0.06814959
a8	0.38394472	0.25014418	0.059623793	0.05878243	0.06075768	0.092017464	0.09472968
a33	0.34458983	0.26481918	0.06889785	0.069207765	0.07349444	0.093279086	0.0857119
</S>	0.34523568	0.28141004	0.06960075	0.06754408	0.068841726	0.091526166	0.07584154
