 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	5.99152e-05	3.1534037e-05	1.7172084e-05	9.426141e-06	0.001971117	0.98240083	0.015021955	5.0577564e-05	0.00043751142
a16	0.092599995	0.22214304	0.23091249	0.31016064	0.10931725	0.0039310264	0.014821849	0.010082918	0.0060307505
a31	0.028580107	0.031374037	0.0263167	0.029558567	0.3807435	0.46512714	0.029049605	0.007001622	0.0022486725
a24	0.014142558	0.018017288	0.035869982	0.15295836	0.5660372	0.16359104	0.041046947	0.00800787	0.00032874828
a28	0.031425584	0.04501619	0.1074942	0.20512077	0.60473883	0.00283487	0.0018748804	0.0011830172	0.0003116512
a31	0.059979144	0.1399042	0.43794784	0.21933895	0.13499466	0.002455655	0.0014058228	0.0023475774	0.0016261163
a41	0.15258093	0.15626067	0.29579207	0.14955598	0.23514979	0.005371392	0.0030440192	0.0018131818	0.00043196313
a31	0.08491834	0.17109601	0.337956	0.24883169	0.14859524	0.00086447154	0.0010034933	0.0025692345	0.004165597
a28	0.17294435	0.3106714	0.33946738	0.087895714	0.08283965	0.00072547817	0.0005512703	0.0013205435	0.0035843241
a20	0.09380183	0.21133208	0.32983878	0.24948257	0.10280092	0.0005053733	0.00091401034	0.0021714172	0.009152948
a46	0.14520326	0.23549855	0.29485896	0.23193726	0.08257431	0.0001715938	0.00064660085	0.0016520304	0.0074573886
a11	0.16657498	0.2205893	0.26110476	0.21673736	0.11489098	0.00016381449	0.001067554	0.0039449413	0.014926324
a46	0.17235212	0.21614172	0.22954907	0.20447342	0.1272778	0.00022887021	0.0035411976	0.018435175	0.028000586
a31	0.18045539	0.21034129	0.2207564	0.19602787	0.13304093	0.00026690096	0.0048425696	0.025654718	0.028613849
a17	0.13794516	0.23235053	0.21435736	0.14937322	0.1577497	0.0033767908	0.0346112	0.06046757	0.009768589
a31	0.17833278	0.18103231	0.16955142	0.14831616	0.15683335	0.0008932252	0.018359218	0.08906283	0.057618782
a20	0.13629203	0.17530075	0.14868987	0.10446106	0.14881726	0.013943782	0.08224413	0.16511416	0.025136968
a31	0.12074697	0.18092105	0.14268397	0.11607184	0.055493914	0.0066516623	0.053294737	0.2077505	0.1163853
a13	0.08539878	0.10942209	0.077465296	0.076010324	0.054522566	0.035551738	0.11708105	0.3553908	0.089157425
a18	0.11867416	0.20529789	0.11338577	0.07350454	0.020586006	0.028952898	0.071121804	0.20930709	0.15916988
a13	0.23968597	0.21500397	0.118322745	0.07058235	0.0463538	0.025666125	0.052110814	0.13239595	0.09987825
a31	0.25568163	0.19437808	0.1107871	0.07066423	0.06541546	0.025325667	0.048913993	0.13114528	0.097688556
a18	0.08080035	0.11826889	0.06285516	0.053649165	0.021420173	0.05279858	0.09906042	0.34711206	0.16403513
a3	0.2679197	0.21983936	0.11150525	0.051972788	0.03985842	0.03274633	0.046707865	0.12438503	0.10506524
a0	0.2926938	0.22879256	0.11533237	0.054674342	0.044601772	0.033349097	0.045457095	0.10120244	0.08389656
a20	0.28084734	0.22095397	0.11206804	0.051579498	0.04286257	0.033186823	0.04468834	0.11669892	0.09711453
a31	0.22334602	0.16543557	0.0862634	0.052765764	0.059637114	0.032706507	0.049925905	0.18577163	0.14414804
a13	0.1710295	0.17384778	0.087220296	0.046566755	0.032483544	0.03658917	0.061774295	0.22237167	0.16811703
a31	0.27231637	0.22092931	0.11626269	0.04888691	0.03782446	0.03459995	0.044271994	0.12150389	0.103404395
a20	0.08936232	0.16798122	0.117789865	0.057470728	0.011299015	0.041370142	0.067822285	0.273535	0.1733694
a13	0.23698054	0.21292572	0.14169958	0.05419737	0.031247366	0.035108645	0.048526924	0.1385357	0.100778125
a20	0.24189252	0.21663716	0.14329141	0.055730276	0.032117315	0.035311393	0.048351012	0.13122478	0.09544411
a31	0.21867374	0.19650938	0.13299584	0.053398527	0.032544762	0.033212166	0.048140533	0.16780917	0.11671589
a17	0.17849296	0.16086544	0.1142987	0.049563725	0.036677074	0.031142985	0.056894064	0.22979139	0.14227363
a20	0.23214127	0.21068962	0.14573044	0.058509074	0.032109164	0.03592292	0.05009407	0.13791217	0.0968913
</S>	0.20528144	0.18833013	0.13721956	0.058062866	0.032239646	0.0350137	0.051676862	0.17536494	0.11681089
