 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.0002514471	0.00019557301	0.00017818913	3.1756543e-05	6.25637e-05	0.003157716	0.013587147	0.7115698	0.2709658
a28	0.004961383	0.018856797	0.08311095	0.031529117	0.11303229	0.17058173	0.22420877	0.3094072	0.04431172
a37	0.0005464429	0.0004415475	0.0009750456	0.005451082	0.102222554	0.8472572	0.04004685	0.0023565588	0.0007027117
a31	2.2884504e-05	5.3661348e-05	0.00079120987	0.0068517304	0.50430226	0.45835736	0.02891859	0.00044346633	0.00025878265
a11	0.00055653177	0.0019209953	0.022331389	0.045146495	0.44605824	0.43141723	0.05091777	0.0011077814	0.00054351584
a31	0.0006731095	0.002242034	0.016574197	0.046585467	0.52576053	0.26935193	0.12510175	0.0130933495	0.00061763404
a20	0.0131531	0.033587843	0.042285092	0.05998545	0.41863284	0.33773196	0.08717284	0.0056951325	0.0017558335
a31	0.0021015774	0.021074768	0.07514329	0.19676553	0.26563385	0.19541572	0.18961163	0.0524912	0.0017623875
a39	0.017466204	0.05505257	0.10910654	0.19092377	0.2156298	0.18231978	0.1565615	0.06609258	0.006847174
a31	0.0064668893	0.032782745	0.07086011	0.33572474	0.07732774	0.0639804	0.09237566	0.262454	0.0580277
a13	0.035417184	0.10249631	0.14994642	0.38444716	0.085389	0.077600606	0.077990256	0.071325995	0.015387069
a31	0.020114943	0.064470775	0.088433616	0.35105097	0.05594016	0.0372774	0.071940735	0.1957459	0.11502545
a13	0.05963803	0.13513978	0.14094697	0.41304958	0.054826923	0.04958909	0.053446133	0.06705911	0.026304338
a31	0.045103583	0.113415495	0.120144844	0.33045617	0.0500737	0.03098254	0.063888706	0.13486005	0.11107492
a39	0.083670445	0.13463624	0.11837045	0.42655793	0.033994205	0.029115465	0.035734843	0.07144479	0.066475585
a11	0.08259689	0.16861244	0.15593952	0.3090752	0.041859027	0.026003605	0.049678873	0.09037972	0.075854756
a46	0.16527948	0.20946233	0.1693575	0.23411734	0.040824886	0.03123765	0.042592693	0.062439237	0.044688895
a18	0.1917573	0.20214243	0.15443057	0.20241597	0.041900884	0.036689013	0.04283036	0.06683328	0.06100021
a31	0.20497057	0.18047681	0.1301176	0.1723834	0.04181764	0.038125757	0.044100635	0.08709629	0.10091136
a39	0.15809207	0.18103647	0.14708002	0.20182985	0.03411737	0.024414787	0.038549818	0.10914935	0.10573026
a18	0.23319347	0.19752634	0.14421706	0.18360908	0.03634616	0.031157676	0.037465166	0.06886471	0.06762039
a46	0.21704705	0.19544046	0.14722092	0.1855946	0.035979085	0.030398551	0.03742489	0.075885825	0.07500859
a31	0.21226645	0.1988597	0.15617195	0.19129294	0.03604373	0.029219572	0.037117936	0.07345715	0.06557059
</S>	0.17150962	0.16728978	0.13442087	0.16367841	0.030742476	0.024908174	0.037837557	0.14520617	0.12440698
