 	vengono	vestiti	dai	genitori	</S>
a31	0.0077718776	2.610094e-05	0.77908534	0.016321134	0.19679548
a46	0.001392955	0.00077128515	0.9464636	0.048169687	0.0032024784
a18	0.0020738612	0.010363118	0.9160791	0.063932836	0.0075510712
a31	0.0041055013	0.6737277	0.25001377	0.058018032	0.014134973
a11	0.0065600513	0.106073156	0.70020443	0.18544655	0.0017158624
a31	0.0022310012	0.50707984	0.22704154	0.1928947	0.07075292
a39	0.0064556035	0.071118824	0.5354692	0.36992308	0.017033312
a31	0.013372694	0.21150102	0.268461	0.25984275	0.24682257
a35	0.08247932	0.13724187	0.39957282	0.3243706	0.056335445
a31	0.043723587	0.20223676	0.23054177	0.21110395	0.31239393
a18	0.22038291	0.09139441	0.31274197	0.26652962	0.10895107
a0	0.11391276	0.16427076	0.23300605	0.19395183	0.29485863
a31	0.2503408	0.14256129	0.20276465	0.15225989	0.25207335
a37	0.17840086	0.05892604	0.23633057	0.22153826	0.3048043
a20	0.29945776	0.12983231	0.21598116	0.14532878	0.2094
a31	0.33309045	0.11952266	0.2055068	0.12692194	0.21495807
a41	0.22788912	0.05561108	0.40185654	0.1719643	0.14267902
a20	0.44172603	0.08995184	0.24179949	0.10971339	0.116809346
a31	0.4254993	0.09063775	0.2333804	0.103128076	0.14735438
a20	0.3681744	0.076695174	0.3252898	0.1243348	0.10550587
a39	0.43820238	0.07199751	0.30039328	0.109059304	0.08034752
a46	0.44825125	0.076987624	0.27855656	0.10109376	0.09511092
a41	0.4407093	0.078329526	0.28447708	0.10290921	0.09357488
</S>	0.43493235	0.0787966	0.28110495	0.1022325	0.102933556
