 	mi	si	gonfiò	il	dito	</S>
a41	0.0046242727	0.0001110585	1.5453584e-06	7.2580995e-05	0.1369183	0.85827225
a20	0.012865511	0.025346128	0.0045901574	0.2061167	0.72014564	0.030935867
a39	0.025147151	0.053353343	0.041337363	0.25397044	0.46608433	0.16010736
a31	0.00033628792	0.0069605666	0.7565437	0.207343	0.017596224	0.011220267
a37	0.0040801917	0.04612138	0.386258	0.5137669	0.048802238	0.00097128167
a21	0.0054432997	0.08623194	0.55269265	0.3287569	0.021347567	0.005527617
a38	0.014935214	0.12020374	0.4920806	0.32741454	0.03102216	0.014343781
a18	0.02796222	0.12593186	0.33170527	0.306136	0.072913945	0.13535072
a46	0.057905212	0.1317529	0.21236266	0.22425433	0.119079225	0.2546457
a31	0.085405216	0.12950091	0.16106476	0.16936815	0.12233499	0.33232602
a20	0.052900244	0.11660768	0.16758518	0.1962643	0.114751905	0.3518907
a46	0.18069509	0.22470416	0.1510262	0.13809627	0.118324526	0.18715385
a31	0.2617966	0.21472456	0.13273533	0.12484537	0.11315103	0.15274712
a8	0.1913281	0.26516148	0.12553443	0.11615885	0.083451085	0.21836604
a31	0.18465722	0.25971448	0.15904456	0.14568968	0.12567478	0.12521921
</S>	0.19506694	0.30740535	0.14554296	0.11422622	0.069540925	0.16821757
