 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.0043827137	0.008466267	0.005904514	0.04056803	0.15591499	0.00029478033	0.78414875	0.000113096954	0.00020672771
a18	0.0076310774	0.02389063	0.077610165	0.5633295	0.25852522	0.030539684	0.0020487707	0.034223802	0.0022011187
a24	0.0014501523	0.003892195	0.03259047	0.28360888	0.6045281	0.03925317	0.020172607	0.0064729974	0.008031301
a31	0.002937261	0.019123122	0.1542467	0.19698806	0.13851424	0.07770574	0.019636674	0.24333107	0.14751711
a37	0.0072415993	0.025805246	0.22964394	0.46931875	0.17076612	0.029120341	0.006685094	0.05487156	0.00654732
a0	0.0039763097	0.017100291	0.14047167	0.19514836	0.13710018	0.070036136	0.014897028	0.2962875	0.124982536
a28	0.009824799	0.006012897	0.10869852	0.1905471	0.13795769	0.046726756	0.0013390523	0.37298915	0.12590407
a18	0.009133299	0.0058921734	0.12544768	0.18760546	0.16172972	0.079463065	0.0012682779	0.35993034	0.06953004
a31	0.009925112	0.008743441	0.120143645	0.15103343	0.20050779	0.17088169	0.001184442	0.30404037	0.03354006
a37	0.017697165	0.014432275	0.13973394	0.14785838	0.2624568	0.26271373	0.001619139	0.1399871	0.013501455
a20	0.040511973	0.028757172	0.089808114	0.09346086	0.12191292	0.23879045	0.0026957097	0.3151114	0.06895145
a31	0.043743465	0.0460041	0.09467683	0.09190266	0.11623547	0.2578413	0.0055047907	0.2898092	0.05428212
a24	0.039700177	0.035907876	0.078521915	0.07514338	0.112496965	0.37801787	0.013530201	0.2348662	0.031815406
a31	0.14741306	0.10174067	0.08082532	0.06209409	0.062300038	0.14835574	0.02751412	0.21632247	0.15343451
a20	0.10076934	0.08324233	0.069998465	0.047035728	0.059431862	0.23930629	0.1028082	0.16658732	0.1308205
a31	0.18607524	0.14199232	0.10120691	0.065712675	0.05713236	0.108944684	0.022260426	0.15639785	0.16027752
a18	0.13545176	0.12744506	0.0882298	0.038850613	0.037684113	0.12408837	0.19505985	0.08092623	0.17226419
a41	0.24883124	0.15318912	0.09691527	0.06066214	0.051587287	0.0855519	0.023352658	0.12119367	0.15871677
a35	0.22237326	0.13312419	0.075232744	0.04891848	0.047925577	0.094292834	0.05931817	0.14898998	0.16982473
a24	0.15623625	0.1012463	0.057991453	0.039841853	0.043642107	0.12879863	0.11452616	0.1861384	0.17157885
a28	0.22975656	0.1406715	0.06744705	0.03606141	0.03597711	0.083424784	0.10774904	0.13513418	0.16377829
a31	0.15260372	0.09659225	0.05263482	0.034884777	0.040208157	0.13330022	0.14266072	0.18155906	0.16555627
a11	0.12839971	0.08330592	0.044624135	0.02884978	0.045924712	0.15810494	0.19162872	0.17681602	0.14234608
a31	0.23599076	0.14655012	0.068821736	0.034307305	0.033861406	0.079235695	0.11189038	0.12907866	0.16026396
a20	0.09029772	0.113333054	0.07313327	0.025427995	0.027500615	0.121026605	0.24673326	0.16068013	0.14186735
</S>	0.22761664	0.17284219	0.08774583	0.030534187	0.027257567	0.06863395	0.13571766	0.11250553	0.13714655
