 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.00013313937	0.00037846004	3.3050583e-05	7.9905214e-05	0.00043880366	0.00013022411	4.8160186e-05	0.0038357854	0.9431349	0.05178745
a41	0.3813503	0.12301918	0.11196186	0.062618315	0.04572184	0.04210736	0.083261564	0.113894865	0.0025434047	0.033521194
a31	0.009146005	0.11282199	0.07111252	0.10328178	0.09522906	0.0059944224	0.021014748	0.0150196655	0.5474345	0.018945334
a20	0.0689955	0.036791824	0.04730683	0.056776937	0.08102933	0.17973001	0.03706202	0.035858214	0.45082456	0.0056248237
a31	0.018805353	0.039190657	0.14562109	0.29277173	0.30820695	0.015868697	0.10778876	0.0052102087	0.054454807	0.0120817935
a37	0.0770704	0.038972154	0.085045554	0.16105124	0.13758124	0.23829767	0.118281096	0.025961064	0.10881477	0.008924848
a16	0.010330582	0.015951063	0.13859046	0.28237504	0.30612433	0.015994065	0.16132203	0.009976219	0.018375466	0.040960778
a35	0.0077534146	0.005006955	0.20840569	0.42636648	0.22619936	0.008097753	0.06191417	0.0067522735	0.0020808275	0.047422964
a24	0.0065029804	0.0043130186	0.1832201	0.3480443	0.25787368	0.023956405	0.16329598	0.0028993378	0.0012640094	0.008630139
a31	0.030468784	0.022649389	0.10744729	0.1536243	0.15933624	0.102805175	0.28611487	0.082043834	0.00018075068	0.055329386
a39	0.07439884	0.0924443	0.1744731	0.29225376	0.19963379	0.070104055	0.06851282	0.018017866	0.0042288397	0.0059326473
a31	0.0413445	0.03190008	0.10522406	0.14285667	0.1579784	0.09086205	0.2923557	0.089296706	0.00028283586	0.047899023
a20	0.09339258	0.11956262	0.14424783	0.22486725	0.20717955	0.070038594	0.089797124	0.032857932	0.0048285946	0.013227908
a31	0.0692968	0.078209214	0.089652956	0.11195243	0.1190764	0.08615626	0.21381752	0.14012711	0.0007735594	0.09093772
a3	0.098211855	0.1267523	0.085963726	0.12585638	0.15603086	0.10563861	0.14132988	0.08901756	0.007111038	0.064087845
a20	0.08174574	0.0908334	0.035394773	0.05265132	0.06166844	0.07830971	0.1278118	0.22747658	0.0024197444	0.24168846
a31	0.07671221	0.06412406	0.047365434	0.057840068	0.06664046	0.09888217	0.1877886	0.2800466	0.00069433963	0.11990605
a37	0.09406001	0.121352255	0.03954072	0.05350451	0.0727383	0.10122626	0.1265863	0.15550822	0.03215318	0.20333031
a31	0.102761224	0.09524002	0.035724957	0.040121317	0.0458588	0.07856916	0.1399696	0.3048204	0.0027598352	0.15417463
a20	0.077837296	0.11011985	0.030968862	0.03573623	0.04838414	0.1085883	0.117663935	0.1999028	0.036086097	0.23471251
a28	0.12632889	0.13110945	0.034753863	0.033601053	0.03613885	0.062357593	0.10860753	0.30427393	0.009981354	0.15284745
a31	0.13518015	0.1151668	0.039778344	0.038067255	0.041155096	0.07335948	0.11742661	0.31458813	0.007896452	0.11738161
a20	0.092988476	0.13750802	0.023867162	0.021531114	0.025230972	0.07894329	0.09101025	0.2697859	0.054219525	0.20491529
a31	0.15457474	0.1370133	0.037400596	0.031795766	0.033455346	0.06083907	0.10719728	0.31529695	0.015941447	0.10648546
a33	0.09421206	0.14485282	0.023800148	0.017782155	0.018136475	0.07540106	0.07223613	0.3595537	0.052124888	0.14190055
</S>	0.172041	0.1338189	0.036443785	0.038802125	0.03827429	0.04408151	0.09559009	0.35950857	0.007978914	0.07346081
