 	che	vende	buon	pane	</S>
a17	0.24353729	0.045276076	0.01211364	0.20196266	0.49711037
a31	0.317599	0.36938313	0.008375275	0.09242596	0.2122166
a11	0.13259013	0.84743726	0.0026093868	0.015218902	0.0021442545
a39	0.04700974	0.9451961	0.0007053499	0.006176709	0.00091210706
a35	0.115421	0.8814482	0.00016308736	0.002440072	0.0005276205
a39	0.066495776	0.91490096	0.0005432514	0.01524174	0.0028182827
a31	0.08810338	0.692686	0.025975415	0.16458166	0.028653458
a24	0.20416895	0.62814856	0.004500985	0.13812943	0.025052056
a18	0.07394572	0.14325364	0.23578742	0.29929948	0.24771374
a31	0.09374836	0.12958105	0.3792043	0.21639693	0.18106937
a13	0.10983279	0.24327299	0.23168463	0.15962969	0.2555799
a31	0.09818919	0.09271858	0.511149	0.14943078	0.14851244
a46	0.158653	0.28345606	0.32028747	0.08806133	0.14954215
a8	0.11503974	0.10413312	0.5760562	0.1076013	0.09716963
</S>	0.24350458	0.23875563	0.38884324	0.07277317	0.05612331
