 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.00014480906	0.0073021944	0.0049493015	0.0023430965	0.027392045	0.014181401	0.017811634	0.77052736	0.1553482
a13	0.027054938	0.054615792	0.023675729	0.3117494	0.29010338	0.09472614	0.15961736	0.022188663	0.01626863
a20	0.009487188	0.09386926	0.07645263	0.13550177	0.40485117	0.04597246	0.16857533	0.055992115	0.009298106
a7	0.010861392	0.04205676	0.055573933	0.28391874	0.26522097	0.057868045	0.23488292	0.047923718	0.0016934817
a36	0.03946855	0.15647481	0.05962097	0.2942303	0.17895395	0.03480776	0.22153421	0.013254191	0.001655249
a7	0.09021713	0.24202602	0.0602609	0.1804753	0.16732898	0.047383025	0.1863225	0.020683456	0.0053027286
a31	0.115929976	0.25706065	0.099931024	0.14656404	0.17264853	0.063023545	0.11367663	0.02969694	0.0014686317
a37	0.2229583	0.14157636	0.15541872	0.26642352	0.11751989	0.019198248	0.057697967	0.018148718	0.0010582596
a31	0.15710482	0.24235184	0.0867362	0.14047185	0.18367974	0.055340227	0.09952381	0.0255267	0.009264788
a37	0.2590555	0.13765027	0.19372888	0.20446242	0.120545544	0.017401146	0.0474168	0.018677946	0.0010615394
a41	0.14740458	0.1886765	0.1283735	0.16259162	0.19184047	0.062253334	0.074290514	0.035880104	0.00868933
a21	0.17312373	0.21760562	0.097099915	0.1285727	0.16658677	0.08580633	0.08095488	0.036671814	0.0135781905
a31	0.17588846	0.22372086	0.08002707	0.12365554	0.16557895	0.07760751	0.10039232	0.03589998	0.017229337
a39	0.11643181	0.19037892	0.32932696	0.1291652	0.13242716	0.034729946	0.042435065	0.02414969	0.00095522066
a13	0.16519065	0.1414795	0.11973066	0.11664076	0.17191695	0.12070909	0.08383631	0.059645787	0.020850323
a31	0.15623459	0.17365053	0.103942156	0.10361852	0.18211128	0.118980624	0.09181125	0.048838865	0.020812195
a20	0.09788687	0.18915573	0.3174954	0.10104461	0.13714297	0.057508074	0.059789695	0.037733063	0.0022435498
a31	0.152214	0.113201536	0.11848381	0.11421741	0.15531093	0.12544592	0.09019844	0.09914829	0.031779643
a35	0.0755047	0.2019659	0.20776938	0.07815166	0.122391775	0.120140396	0.071652964	0.10594652	0.016476769
a31	0.21698375	0.098398186	0.14461955	0.10986663	0.10989806	0.09315513	0.063094705	0.10072336	0.06326064
a26	0.0849788	0.16979502	0.15502414	0.06872872	0.12517989	0.12794305	0.080034025	0.14857373	0.039742704
a9	0.1947131	0.12392946	0.24230495	0.12735422	0.0895661	0.07497872	0.036069863	0.05522482	0.05585885
a33	0.121604286	0.10910522	0.10817586	0.11726823	0.16355065	0.106380396	0.10955418	0.09869609	0.06566506
a31	0.35555893	0.103682965	0.11891709	0.11130434	0.105935834	0.06367942	0.06366777	0.033651173	0.043602455
a39	0.09568207	0.1923053	0.15803705	0.055230226	0.10285275	0.15441264	0.060416058	0.11684347	0.0642205
a24	0.24037424	0.107597396	0.10817914	0.068306245	0.08632709	0.13324852	0.06754806	0.09359624	0.09482316
a37	0.2196389	0.14717928	0.11706837	0.057423145	0.081488125	0.1796056	0.059323628	0.06971764	0.068555385
a7	0.21770373	0.12062249	0.09736276	0.082836	0.10975787	0.15458249	0.08189701	0.06557205	0.06966556
a17	0.17467353	0.118167706	0.090025425	0.07563656	0.1330855	0.16352382	0.104745105	0.07660525	0.06353706
a24	0.17205103	0.117738634	0.08872677	0.09276182	0.13392116	0.14583884	0.10414802	0.064661555	0.08015214
a34	0.120259106	0.0662148	0.05923751	0.060743578	0.112278685	0.11095917	0.1325171	0.15562269	0.18216741
a37	0.084035635	0.09114782	0.09829878	0.06843356	0.14361927	0.05074311	0.119981	0.22684732	0.11689355
a31	0.11835909	0.07925652	0.06359276	0.048185248	0.11635575	0.12171206	0.13337454	0.15692717	0.16223687
a37	0.10165758	0.14619048	0.11460973	0.05362928	0.112745315	0.14086486	0.08187321	0.14620636	0.10222319
a41	0.16705626	0.097934954	0.08018933	0.046791516	0.09304824	0.14586145	0.09413249	0.1375481	0.1374377
a31	0.18152569	0.10478864	0.08608309	0.049838748	0.08555537	0.15486993	0.08335808	0.12289907	0.1310814
a28	0.107073456	0.14127982	0.116452806	0.05450803	0.13297223	0.14804417	0.09039253	0.121503115	0.08777385
a20	0.15145104	0.11680193	0.09438723	0.046888445	0.10648048	0.16343029	0.093145534	0.121471465	0.105943635
a17	0.16776991	0.12205509	0.09947929	0.048112564	0.09027268	0.1876298	0.076592825	0.10849884	0.09958901
a31	0.17484568	0.12550141	0.10581368	0.053026527	0.086701445	0.18752444	0.07026522	0.1009479	0.0953736
a24	0.11852834	0.15299873	0.1203049	0.055302765	0.13701749	0.15988535	0.096165836	0.09427093	0.06552564
a20	0.15048668	0.12178928	0.09426128	0.044981703	0.10356448	0.16739911	0.09236427	0.11811834	0.10703494
</S>	0.14318837	0.11743114	0.09766964	0.04925491	0.10652451	0.1764273	0.089918815	0.11901861	0.10056667
