 	non	ho	cosa	a	fare	</S>
a8	0.77605677	0.015749846	0.0014804826	0.0036853375	0.021303361	0.1817242
a31	0.10501157	0.43970248	0.165572	0.0037930433	0.033226825	0.25269407
a37	0.04643188	0.17040935	0.2937517	0.046505027	0.1443345	0.2985676
a10	0.00026122815	0.021693556	0.67541856	0.10176632	0.17839979	0.022460636
a37	0.0002531363	0.05934886	0.6122967	0.106931195	0.21878216	0.002387996
a10	0.0016208111	0.051812436	0.488035	0.2767005	0.17983004	0.0020012646
a0	0.0051877424	0.032300096	0.3724221	0.41395056	0.15809369	0.018045818
a20	0.01436925	0.03884214	0.30767202	0.35226294	0.18081622	0.10603737
a17	0.08256784	0.09410857	0.22011288	0.21997438	0.14545715	0.23777916
a20	0.29447493	0.13745096	0.1537224	0.1441507	0.12676398	0.14343707
a8	0.4423848	0.1477373	0.1310491	0.099297985	0.08620284	0.093327925
</S>	0.34646702	0.1918324	0.17329457	0.1042925	0.08948011	0.09463339
