 	il	muro	vuole	uno	specchio	</S>
a23	0.36964586	0.001694395	0.00016510037	0.0050529074	0.5322179	0.09122384
a20	0.06681654	0.0471818	0.076880865	0.37861547	0.35112113	0.079384215
a31	0.01754155	0.011811213	0.023175769	0.108988054	0.31306526	0.5254181
a24	0.00072039856	0.005008972	0.012918635	0.14651833	0.12626696	0.7085667
a31	0.0019719615	0.012558366	0.15359864	0.135813	0.07763376	0.6184243
a13	0.0023784426	0.0029995735	0.17035948	0.7460522	0.05900416	0.019206095
a39	0.0013941427	0.013957212	0.29815665	0.25145456	0.06168103	0.37335643
a20	0.008325181	0.0446227	0.28571346	0.19190384	0.039204106	0.43023074
a31	0.026472162	0.1326082	0.20608531	0.1358016	0.29712304	0.20190969
a24	0.01030192	0.05734333	0.0813789	0.0672993	0.4270078	0.35666883
a8	0.058324523	0.12038569	0.11555891	0.105275996	0.17458978	0.42586514
a31	0.048518572	0.11226043	0.16850808	0.14400208	0.14071162	0.38599923
a20	0.07742313	0.23644911	0.06284043	0.03949359	0.22927052	0.35452318
a31	0.23523398	0.2472563	0.10134863	0.08078923	0.11255606	0.22281577
a29	0.13850765	0.2708044	0.09226722	0.052951466	0.2674652	0.17800413
a31	0.28998232	0.27602834	0.10587117	0.0862258	0.09714914	0.14474325
a8	0.12675779	0.25157306	0.067286916	0.04074803	0.22830136	0.2853329
a20	0.18981569	0.28157577	0.18245831	0.10849296	0.12044954	0.11720777
</S>	0.3520539	0.32082763	0.11400538	0.05965618	0.07268023	0.080776565
