 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.00013649302	9.34462e-06	8.4014994e-07	3.8265065e-05	0.000464366	0.9240603	0.07529049
a18	0.0011518502	0.003059246	0.013981046	0.26614827	0.52789164	0.17017384	0.017594188
a31	0.003175111	0.0067105046	0.008215534	0.52211994	0.32147893	0.11359791	0.024702074
a20	0.00010992331	0.001044344	0.004086139	0.3073542	0.6748506	0.010182852	0.0023719333
a31	0.00051080156	0.0061955038	0.016568901	0.08067629	0.8770337	0.013790296	0.005224491
a37	0.002959788	0.0031962558	0.0038471306	0.12860972	0.8569023	0.003304081	0.0011807901
a18	0.0018711762	0.004845378	0.029139802	0.20105812	0.6837557	0.02736948	0.051960345
a46	0.01088432	0.007629391	0.07305231	0.25759327	0.58221745	0.022674013	0.045949243
a31	0.03202743	0.046303272	0.1352627	0.21192765	0.24259144	0.18090728	0.15098023
a46	0.04390899	0.104273945	0.1091942	0.4095292	0.13432679	0.17593923	0.022827614
a31	0.07998988	0.12313689	0.12533918	0.15092343	0.13815424	0.16959102	0.21286537
a46	0.09019347	0.22338347	0.1178451	0.34231052	0.07599602	0.13589188	0.014379533
a31	0.1160901	0.160688	0.13085139	0.1526852	0.12782265	0.13925047	0.17261219
a46	0.1208854	0.25683665	0.10910238	0.2915435	0.058765125	0.13486847	0.027998442
a31	0.19983672	0.22580075	0.11988117	0.12736359	0.090405315	0.10701754	0.12969491
a18	0.13611425	0.255822	0.09805008	0.25764212	0.04320192	0.12705818	0.08211147
a31	0.2587909	0.25212428	0.110105455	0.11006997	0.07107614	0.08966257	0.10817062
a37	0.12342303	0.24738303	0.092805445	0.23990268	0.03695921	0.123262115	0.13626447
a13	0.2869952	0.2781117	0.113332435	0.10862796	0.057670865	0.07783811	0.07742366
a31	0.31068408	0.25234938	0.10298604	0.09701955	0.05969636	0.07811577	0.099148825
a20	0.09325082	0.2916169	0.123332664	0.16989274	0.046259016	0.12959318	0.14605471
a31	0.26842448	0.25923666	0.14476576	0.1357665	0.055259135	0.086512364	0.050035145
a20	0.063572615	0.21014355	0.12655059	0.263132	0.060760185	0.17802875	0.097812355
a31	0.23904711	0.23997447	0.15891777	0.15567201	0.065348975	0.10155501	0.039484642
a20	0.058474243	0.20676266	0.13600752	0.25455585	0.07583543	0.18634506	0.08201924
</S>	0.21853966	0.22481337	0.16281645	0.16575024	0.07433296	0.11439454	0.039352763
