 	la	casa	la	costruisce	il	mastro	</S>
a20	0.00013384261	2.2476904e-06	1.09809505e-07	9.480812e-05	0.00043790656	0.9962973	0.003033795
a17	0.014969444	0.010851655	0.040193863	0.7918915	0.1100355	0.025118614	0.006939372
a10	0.004611925	0.0016548282	0.008816366	0.6568522	0.15603973	0.14709465	0.024930345
a24	0.0003226346	0.00094175886	0.044405986	0.92300355	0.023029942	0.0071955463	0.0011005647
a46	0.0036545377	0.012464886	0.36877105	0.486311	0.10268567	0.00918044	0.016932288
a8	0.017649202	0.051424276	0.26290476	0.2806941	0.34540716	0.02063019	0.0212903
a14	0.0022442413	0.00871839	0.2918594	0.5972949	0.07504667	0.004931766	0.019904703
a31	0.06867105	0.09381154	0.14009453	0.100479946	0.5123898	0.06690829	0.017644864
a20	0.08642223	0.099031426	0.12869532	0.057055075	0.5336237	0.08111806	0.014054218
a41	0.08985077	0.09157679	0.10039363	0.061074197	0.34730616	0.120526366	0.18927205
a29	0.094089784	0.08719344	0.08531425	0.092211686	0.26249483	0.13203526	0.2466607
a31	0.09926737	0.08246791	0.07822782	0.08695939	0.29866832	0.1428695	0.21153967
a30	0.088641144	0.13091995	0.064908296	0.020380875	0.21778257	0.31290066	0.1644665
a31	0.18664019	0.123236746	0.06606347	0.05507758	0.11736141	0.15381268	0.2978079
a28	0.11469544	0.23553285	0.032529905	0.013635229	0.05715975	0.27910584	0.26734102
a31	0.2766251	0.16021287	0.055200115	0.039732695	0.079986855	0.121616706	0.26662564
a17	0.15793452	0.26963103	0.029150326	0.009069982	0.04302317	0.21544474	0.27574626
a20	0.29337674	0.16913405	0.05318295	0.035635807	0.07703834	0.114699244	0.25693285
a31	0.31394744	0.1956645	0.057048585	0.041615617	0.06611494	0.104124956	0.22148404
a20	0.2834851	0.2557277	0.054685906	0.0073673697	0.063683584	0.13213289	0.20291749
a29	0.3591679	0.23500822	0.055605225	0.033374894	0.05637218	0.08044151	0.18003006
a31	0.30287382	0.18856147	0.06229553	0.048930094	0.06771951	0.100524314	0.2290952
</S>	0.26405853	0.22006978	0.05538484	0.00851682	0.08000312	0.15420447	0.21776243
