 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.1779635	0.0731213	0.0022717863	0.012577929	0.06995826	0.40099987	0.26310733
a31	0.08147414	0.7593751	0.005896274	0.011059247	0.0020209553	0.07311288	0.06706145
a20	0.00016158851	0.013177797	0.017176569	0.21790436	0.051391184	0.52474827	0.17544024
a31	0.00930369	0.06469895	0.023240013	0.258296	0.032341994	0.50751925	0.10460006
a20	0.0044136276	0.079509154	0.12887247	0.28237683	0.14768456	0.31236926	0.04477413
a38	0.0025927972	0.011890286	0.11547998	0.18729706	0.11814706	0.1829402	0.38165262
a31	0.0046224534	0.017258316	0.33180428	0.12386163	0.17140946	0.08749397	0.26354983
a29	0.032534134	0.15746807	0.15156011	0.08033545	0.11613958	0.29004493	0.17191774
a20	0.029024309	0.120152205	0.15555051	0.09472408	0.18233071	0.09678026	0.3214379
a31	0.07197014	0.16160393	0.20818461	0.094493866	0.14569432	0.061022628	0.25703055
a20	0.07794818	0.24359797	0.17646052	0.10232737	0.15723579	0.1551081	0.087321974
a46	0.11579222	0.33591205	0.21075678	0.08113783	0.04991763	0.07079897	0.13568449
a31	0.15927556	0.23788774	0.18859792	0.08904097	0.07192229	0.07189293	0.18138254
a20	0.16747127	0.50886166	0.138882	0.047439147	0.022567412	0.0972158	0.017562717
a31	0.25725952	0.47027102	0.13372439	0.03364671	0.013694956	0.042291872	0.04911148
a39	0.27986968	0.49998862	0.08084898	0.02343613	0.017470548	0.06955076	0.02883518
a0	0.32893488	0.38136086	0.12594815	0.041004963	0.018273959	0.04726435	0.057212774
a20	0.2975918	0.2697764	0.14134835	0.072058305	0.057431813	0.05866349	0.10312981
a23	0.21597075	0.16070352	0.0985354	0.07187353	0.09694099	0.0902821	0.26569366
a31	0.26493874	0.20082912	0.111020334	0.07304301	0.08865692	0.07040681	0.19110505
a20	0.28386092	0.23805618	0.092594154	0.04888909	0.07469212	0.07170601	0.19020154
a31	0.40001434	0.3174881	0.11198429	0.03465388	0.032249935	0.039051164	0.064558364
a46	0.17299798	0.56553817	0.16812919	0.020639883	0.013451162	0.030131716	0.029111786
</S>	0.4556926	0.41386163	0.08515273	0.011594368	0.0053373347	0.016291285	0.012070109
