 	lo	sentii	che	viene	</S>
a43	0.041350506	0.060986333	0.016407251	0.0035413022	0.8777146
a17	0.34809807	0.29547969	0.19136404	0.020533977	0.14452426
a11	0.384862	0.035529666	0.3766321	0.008617952	0.19435826
a31	0.103797205	0.038026053	0.68092424	0.042333588	0.1349189
a46	0.7591656	0.0045146584	0.13515629	0.055368774	0.04579483
a6	0.23092219	0.039070975	0.6199065	0.028529651	0.081570655
a31	0.1776493	0.21602842	0.51036024	0.042775854	0.053186186
a15	0.85544604	0.013533979	0.0906293	0.01978655	0.020604169
a20	0.27791938	0.1836984	0.39627913	0.05384857	0.08825452
a31	0.2252701	0.31565836	0.3676923	0.0437176	0.047661647
a17	0.7400758	0.03954612	0.1563638	0.031723335	0.03229095
a31	0.20135722	0.37465316	0.27092114	0.061774783	0.09129372
a13	0.5941582	0.16309413	0.14226653	0.04352129	0.056959953
a39	0.16919231	0.5369306	0.11865199	0.069906004	0.10531913
a46	0.20314358	0.56702435	0.12870742	0.03610878	0.06501583
a31	0.40330896	0.42698458	0.10054733	0.02397935	0.04517981
a18	0.1560345	0.48877388	0.089428075	0.119424686	0.14633892
</S>	0.30223268	0.42042083	0.13760184	0.07110275	0.06864189
