 	Marika	tu	hai	mangiato	</S>
a8	0.9269555	0.0011400828	0.004873737	0.017272351	0.04975839
a31	0.32138532	0.06630852	0.17269434	0.024457693	0.41515416
a24	0.00029464313	0.00053138536	0.07809415	0.5881864	0.33289343
a31	3.4977205e-05	0.015388035	0.39984143	0.54027545	0.044460054
a28	8.2522885e-05	0.012056718	0.45029128	0.5273835	0.010185972
a31	6.107649e-05	0.014244345	0.33335668	0.6473643	0.0049735783
a3	0.0008354252	0.036429808	0.46527854	0.4912765	0.006179695
a18	0.002470412	0.06364347	0.3292964	0.5773768	0.027212955
a31	0.0020881088	0.083748125	0.10356357	0.40057465	0.4100255
a23	0.013777099	0.08166434	0.06906877	0.11720434	0.71828544
a31	0.01410447	0.20950136	0.0872524	0.15249035	0.5366514
a20	0.043233927	0.3174989	0.05816052	0.05566784	0.5254388
</S>	0.18256027	0.6104355	0.09560763	0.0282786	0.08311797
