 	l	ho	sentito	quando	veniva	</S>
a31	0.00030864088	0.00035186906	1.3664636e-06	0.00011095686	0.9989477	0.0002795247
a46	0.0009789437	0.00075256685	0.00017651942	0.040341206	0.9571967	0.00055393565
a41	0.0049347	0.071208924	0.0520452	0.6496787	0.18512408	0.03700833
a31	0.0016107756	0.048023913	0.24520569	0.62272626	0.028661365	0.053771924
a24	0.00084259885	0.014264362	0.24501483	0.70139605	0.036202196	0.0022798625
a31	0.00468095	0.0039388128	0.029867465	0.9295235	0.029008785	0.002980411
a15	0.058335867	0.018755298	0.09342194	0.7218183	0.10190707	0.0057615037
a46	0.052271035	0.008670818	0.08169468	0.71610874	0.1370751	0.0041796267
a31	0.03528047	0.007342468	0.086119674	0.47261143	0.1744177	0.22422819
a0	0.0379748	0.060988266	0.20484744	0.399119	0.20107585	0.09599468
a41	0.03892948	0.053028934	0.24596496	0.39089546	0.12468012	0.14650111
</S>	0.054676432	0.1253068	0.19252382	0.34969577	0.20444742	0.07334973
