 	l'	ho	sentito	che	viene	</S>
a34	0.273205575	0.21561157	0.134078892	0.16633046	0.181876905	0.0288965718
a46	0.201013305	0.134572939333	0.190050824	0.219051973333	0.210205128333	0.0451058066
a41	0.177135745	0.0593695547777	0.171419694667	0.253406921111	0.247991259444	0.0906768002
a19	0.170135248333	0.0592372592592	0.142505731556	0.244760177037	0.225582993148	0.1577785534
a31	0.204497156111	0.120114275086	0.0996847871853	0.209137259012	0.226013114383	0.140553391133
a20	0.227727792037	0.143985215029	0.0515483043951	0.131726130337	0.226568481461	0.218444083711
a31	0.268904404012	0.179546421676	0.107596313465	0.061997998779	0.14795316182	0.234001689237
a24	0.277704744671	0.185800215892	0.142912894488	0.054281005593	0.121238405273	0.218062724412
a31	0.20988875489	0.131490883964	0.220880258163	0.0696031931977	0.124657705091	0.243479194804
a23	0.15914002163	0.122202229655	0.359778549388	0.104574451066	0.10297650303	0.151328251601
a20	0.13411837721	0.168492701552	0.369936613129	0.126202480355	0.0960331936767	0.105216670534
</S>	0.134452373605	0.219514130776	0.356607821564	0.113618975177	0.0867544638384	0.089052265267
