 	io	non	ho	cosa	da	mangiare	</S>
a31	0.277250975	0.0159322135	0.023356283	0.0863023275	0.013556131	0.32152136	0.262080755
a37	0.381528288333	0.0817085841667	0.0538675563333	0.0520653498333	0.021026256	0.282636916667	0.127167117667
a31	0.299627046111	0.119374553056	0.140256295444	0.0602981589444	0.0449357053333	0.277157048889	0.0583512722223
a18	0.179897636704	0.079125049352	0.196241481815	0.161136059648	0.0685147017778	0.285570132963	0.0295149817408
a31	0.291899640235	0.071339131784	0.148432123938	0.191858295883	0.0613689702593	0.209140897654	0.0259609595803
a11	0.443059043412	0.108077899261	0.0800526829793	0.0941834352943	0.0709560264198	0.173309682551	0.0303612505268
a37	0.497864537804	0.134921923087	0.0623672249931	0.0625157157648	0.0805460434733	0.131301392517	0.0304831715089
a15	0.650623522601	0.102623798362	0.0433711459977	0.0430107747216	0.0467092394911	0.0824504291723	0.031211097503
a39	0.7474068542	0.0658330601207	0.0236182213326	0.0173015894739	0.0257303821637	0.0784624063908	0.0416475211677
a31	0.7321394314	0.0636992913736	0.0217161061109	0.030278630258	0.0172605066212	0.0931512787969	0.0417548077226
a39	0.7027465938	0.0668002284579	0.028311721037	0.055037552086	0.0159112371071	0.081581049599	0.0496116525742
a20	0.592030421267	0.062657501486	0.0405169163457	0.072042157362	0.0232885550357	0.0904481898663	0.119016274191
a24	0.418533797089	0.0690358324953	0.0618714874486	0.0905962607873	0.0308609223452	0.118471989955	0.210629718064
a31	0.27802735903	0.0707412141651	0.0742787824829	0.241676791929	0.0323297197817	0.112486393318	0.190459742688
a46	0.30523652301	0.072448018055	0.0765702374943	0.30134226731	0.0432710599272	0.0923646644393	0.108767247563
a31	0.279152424337	0.0637850380183	0.0761964741648	0.24974427577	0.0788052633091	0.135283194813	0.117033372521
a3	0.195310331446	0.0781474413394	0.0892312063883	0.23353946859	0.10675345977	0.162480320271	0.134537804174
a31	0.167188947815	0.0965677791131	0.102094820463	0.187818572863	0.13854941859	0.160423828757	0.147356658058
</S>	0.106086429908	0.0873432825565	0.0979176977315	0.190561196431	0.164196509295	0.181394114379	0.172500809029
