 	mia	figlia	vuole	andare	</S>
a46	0.201211605	0.2377872	0.14453308	0.22953644	0.1869317
a31	0.118183116	0.187572714667	0.139155546667	0.438582143333	0.116506478675
a7	0.068234042	0.0837193152223	0.132526808889	0.668309394444	0.0472104222338
a20	0.105244179667	0.120509834074	0.160667626296	0.577222354815	0.0363559987446
a31	0.175477539889	0.363310104691	0.130988216432	0.299706480605	0.0305176372482
a46	0.304332663296	0.48345691823	0.060915670144	0.113840128535	0.0374546027494
a31	0.304976251099	0.564563466077	0.0397542883813	0.0534480195117	0.0372579862498
a46	0.293464730366	0.578148855359	0.0341854394604	0.0352661851706	0.0589348174166
a31	0.311364973455	0.50086387512	0.0623386184868	0.0375591187235	0.0878734391389
a11	0.339937091152	0.45996884504	0.0802481128289	0.0462996292412	0.0735463730463
a3	0.418082040384	0.337278758347	0.0864772542763	0.0694544870804	0.0887075243488
a31	0.308234740128	0.334437476116	0.168826118092	0.0940286290268	0.0944730781163
a27	0.254814070043	0.321018342039	0.207369942697	0.114844029676	0.101953646039
a0	0.267896616681	0.254640124013	0.181916730899	0.149396816559	0.14614971868
</S>	0.249041568341	0.237693002007	0.18270873545	0.16551191828	0.16504476434
