 	non	mi	aspetti	che	non	vengo	</S>
a8	0.040052712	0.212711791	0.0497717495	0.126283596	0.0832536985	0.241757745	0.24616869
a31	0.0264059131623	0.21100034	0.0458747111667	0.212845118667	0.075606347	0.317024155	0.111243384332
a24	0.0131594112164	0.0987240696667	0.0613159817222	0.395948369556	0.0357102631667	0.358007918333	0.0371339961363
a31	0.123343790072	0.0872375048889	0.0771966772407	0.375664359852	0.0713423977222	0.229323362778	0.0358919224054
a36	0.276183370024	0.102128875296	0.0510226374136	0.150118735284	0.111700752574	0.248124230926	0.0607213788018
a31	0.232618138341	0.173025560432	0.0926041541379	0.183594010428	0.0961643075247	0.175914621642	0.0460791859673
a39	0.167479771114	0.176006885144	0.127643516046	0.231958413476	0.132469389175	0.0992301485473	0.0652118770224
a8	0.175823397038	0.0908901483813	0.105155621349	0.156704759492	0.242912056392	0.106912882849	0.121601159007
a31	0.146265002346	0.0506647847938	0.0729875804497	0.093319927164	0.255413285464	0.158681107616	0.222668356336
a29	0.167376194115	0.0614339952646	0.101287625483	0.117518638055	0.167847889821	0.153456534205	0.231079192112
a31	0.148807876705	0.0644821854215	0.115562503828	0.139918987352	0.146892514607	0.132594226402	0.251741777371
a17	0.144198327568	0.0758640521405	0.0973011399427	0.118073040451	0.148322434869	0.146990382134	0.269250654124
</S>	0.196161178784	0.10734408607	0.118371659971	0.130612490226	0.132171217434	0.126865911067	0.188473459562
