 	è	che	stanno	ancora	svegli	</S>
a31	0.165018945	0.0842448	0.364481195	0.0565545815	0.126545415	0.203155038
a11	0.123574923	0.0417721596667	0.459981031667	0.0960235681667	0.148380318333	0.130267974667
a7	0.0557118866667	0.0323801248889	0.517499743889	0.145715706056	0.166822426111	0.0818701055557
a24	0.143557463222	0.0842000602963	0.412112597963	0.138220075352	0.14485817537	0.0770516291852
a31	0.257821034407	0.132696073432	0.214268762654	0.130532078451	0.155135385123	0.109546666395
a20	0.263535591469	0.107893066144	0.119675830885	0.101721034484	0.166146435041	0.241028062132
a31	0.24201705049	0.152236880381	0.086657390295	0.0936524164947	0.15189958168	0.273536714044
a46	0.26369974683	0.182640224794	0.086758756765	0.0989071321649	0.152532743893	0.215461414681
a41	0.253113942277	0.108595857931	0.0626113235883	0.0749691417216	0.162880627964	0.337829108227
a31	0.205008604092	0.072559672977	0.0396171881961	0.0599542132405	0.159803492655	0.463056822742
a33	0.210859951364	0.088562009659	0.0577152083987	0.0722973007468	0.170025954218	0.400539574247
a31	0.254259967121	0.17008541322	0.0733811154662	0.0742715732489	0.147656154739	0.280345764749
a0	0.285825802374	0.204371814407	0.0836991978221	0.078903496083	0.130508788246	0.216690911583
a31	0.315443517458	0.224833141469	0.0957590826074	0.0835857010277	0.121694462749	0.158684130528
a20	0.336533935819	0.235746247156	0.101745674202	0.0858256760092	0.109269857583	0.130878636843
a28	0.299159258606	0.205531849052	0.123257994734	0.112579852003	0.127356902528	0.132114162281
a11	0.249124599535	0.201672006351	0.140500164911	0.131548960668	0.137747284176	0.139407017427
</S>	0.227347119767	0.190148758175	0.151097182456	0.141984355334	0.144490882088	0.144931753714
