 	non	sono	ancora	vestita	</S>
a31	0.08755466	0.081887278	0.151707285	0.26916692	0.40968385
a23	0.0796242423333	0.0580900323333	0.228049515	0.284992226667	0.34924401
a31	0.0585313251111	0.0452356294444	0.335461321667	0.408782348889	0.151989427
a7	0.0365549045704	0.0402410344815	0.359094723889	0.50322204963	0.06088733151
a31	0.0565893923901	0.154515555161	0.31638073463	0.409274086543	0.0632402393467
a13	0.23242766413	0.208936886387	0.211255631543	0.217164888848	0.130214923116
a31	0.323767351377	0.146373933462	0.140293867181	0.136438356283	0.253126527705
a37	0.351465723792	0.152132304487	0.0989155970603	0.087571888761	0.309914545902
a18	0.420235951264	0.185054164829	0.0726422770201	0.073519189587	0.248548458634
a31	0.340160210421	0.227055188276	0.119178379007	0.119374776529	0.194231452878
a46	0.27631361014	0.225424546092	0.164868166336	0.16216945551	0.171224220959
a8	0.297367050047	0.206337278697	0.163658265445	0.163349368503	0.169288063653
</S>	0.309911125023	0.201492269349	0.161139067723	0.161529394251	0.165928181826
