 	ora	che	loro	non	vengono	più	</S>
a39	0.7546422	0.039833727	0.1510297907	0.009265815	0.008673423295	0.001822583025	0.03473241085
a20	0.465557917333	0.0372881856667	0.4469134369	0.0342355233333	0.003092461795	0.00100145418167	0.0119109926553
a13	0.166903055444	0.0386936085556	0.740967045633	0.0461738827778	0.00129404885167	0.00182675198389	0.00414162590377
a17	0.077382790148	0.102368496185	0.751758098544	0.0576039605926	0.00174213610389	0.0028370996613	0.00630743518126
a39	0.106665249383	0.253875272062	0.559685556181	0.0674182901975	0.0023088742013	0.00239881672043	0.00764792702709
a8	0.206535439794	0.424988250687	0.301605928727	0.0575737637325	0.0034432936671	0.00176977057348	0.00408353350903
a31	0.228864953265	0.382722466896	0.339387422909	0.0424078849108	0.00334145284503	0.00111829095566	0.00215755345534
a15	0.432912614422	0.203268535632	0.338143704636	0.0168649423036	0.00239545983768	0.00291768214972	0.00349708390411
a38	0.595992328141	0.228617888544	0.120318728545	0.0297385527679	0.0136455473792	0.00506089574991	0.00662608696804
a31	0.370346786047	0.245610372848	0.271122502848	0.0683788375893	0.0326163981264	0.00381230984997	0.00811281198935
a13	0.394346992016	0.132670930949	0.342757472283	0.0633959245298	0.0325987043755	0.00388222784999	0.0303477843298
a20	0.668196394005	0.0920665256497	0.145197223761	0.0286019720099	0.0191688967918	0.00606760405	0.0407014604433
a7	0.781696118002	0.0906261338832	0.0560552362537	0.0160830535033	0.0120693902639	0.0106485386833	0.0328215698144
a11	0.814353489334	0.0828046632944	0.0253547450846	0.0140419821678	0.0122884077546	0.0130181912278	0.0381385559381
a24	0.830263759778	0.0629480240981	0.0136160218615	0.0156195760559	0.0158878512515	0.0122171127426	0.0494476939794
a15	0.820030099926	0.051505453366	0.0097535251205	0.016383980352	0.0170010367505	0.0134169329142	0.0719089613265
a24	0.798837346642	0.0505217587887	0.00900208670683	0.014569368784	0.0151615525835	0.0147815276381	0.0971263337755
a31	0.820689362214	0.0520474109296	0.0138685455689	0.00952956859467	0.00945616996117	0.0113823190127	0.0830266639252
a0	0.866564654071	0.0551591296432	0.0146857258563	0.00685406286489	0.00732680875372	0.00645082280423	0.0429588846417
a18	0.803434401357	0.0549152212144	0.0179523276188	0.00972730762163	0.0107247265846	0.0101600296014	0.0930860122139
a31	0.729312883786	0.0483672104048	0.0275963032063	0.00942585820721	0.00916754626153	0.0128848735338	0.163245297405
a38	0.792766107929	0.0424047944683	0.0205482239354	0.0070569864024	0.00919207648718	0.00808258411127	0.119949170802
a31	0.732222195976	0.0379129851561	0.0201145775118	0.00935254363413	0.0122807384957	0.0102656989704	0.177851205267
a20	0.621125111992	0.0381006543854	0.0270341118373	0.018223030378	0.0240014184986	0.0196151776568	0.251900501756
a31	0.574723403997	0.0493500547951	0.0352998986124	0.0335476324593	0.0399908261662	0.0351200488856	0.231968173919
a35	0.412895657999	0.081277798265	0.0684468248708	0.0722568174864	0.0880345387221	0.0684667519619	0.208621651306
a31	0.301605899333	0.106565426088	0.0950525516236	0.101479282495	0.119884936241	0.094839135654	0.180572810435
a18	0.256919679778	0.115731012029	0.105765560541	0.113733684165	0.135437085414	0.104490049885	0.167922960145
a31	0.219704283259	0.124172990676	0.11916391018	0.125608164722	0.146191861805	0.113843932962	0.151314860048
a46	0.203207427753	0.130020336892	0.12904933006	0.129472704907	0.136026973935	0.122860015987	0.149363196683
a39	0.176975529251	0.137331625631	0.13467996002	0.135600784969	0.140847137978	0.131270891996	0.143294078894
a31	0.167878476417	0.136622811877	0.142761966673	0.138711578323	0.134278637659	0.135374583999	0.144371946298
</S>	0.165964258208	0.133840555938	0.148867013336	0.140702239161	0.129447306329	0.136230527	0.144948073149
