 	non	ti	dimentichiamo	mai	</S>
a8	0.135118289	0.35103834	0.186734475	0.1776890499	0.149419838
a31	0.0614006607667	0.313060075	0.473382705	0.0611588545679	0.0909977215175
a20	0.0329570370222	0.18403492	0.705478488333	0.0319367601905	0.04559279869
a31	0.0374127120074	0.404905273333	0.501020262778	0.0237514762968	0.03291024623
a13	0.0627434120025	0.495467157778	0.374505840926	0.0217223299989	0.0455612307433
a31	0.103090620668	0.503741799259	0.319542688642	0.0213521645663	0.0522727535811
a13	0.190183583556	0.609408913086	0.154660347214	0.0105829352554	0.0351642878604
a1	0.296039517852	0.541377931029	0.0965235250713	0.0118059592518	0.0542531009535
a31	0.295516672617	0.480139283676	0.0900497683571	0.0506833257506	0.0836109519845
a41	0.363962600872	0.406423001225	0.079257490119	0.0680011125835	0.0823557889948
a15	0.468580033624	0.301751777075	0.0686059540397	0.0736408448612	0.0874213979983
a13	0.428932211208	0.248811492358	0.0984821180132	0.0953639366204	0.128410282666
a31	0.301627627069	0.258795690786	0.206022556004	0.104186973873	0.129367194222
a11	0.244522709023	0.254998470262	0.245380572001	0.128705684624	0.126392591407
a31	0.243329739674	0.225915083421	0.263521750667	0.148702661541	0.118530753802
a46	0.214917716558	0.215819634474	0.278334236889	0.165981420514	0.124946964601
a31	0.212992872186	0.220756771491	0.259629518963	0.177885176838	0.1287356282
a46	0.208352534062	0.223734190497	0.254483956321	0.182678808946	0.130750472733
a31	0.206505621354	0.222460010166	0.250356848774	0.186731859649	0.133945676244
</S>	0.203454545677	0.229743450083	0.274742214387	0.186284994825	0.105774851122
