 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.085340985	0.399960768	0.04897125175	0.00527938565	0.0327440715	0.3306896463	0.0970139255
a46	0.0962430336667	0.657864922667	0.0685192439167	0.00270773208333	0.0222977705	0.112717385233	0.0396499594667
a35	0.0794987475556	0.680615007556	0.122803294639	0.00453823712778	0.0442674145	0.0442333996777	0.0240438834556
a3	0.118869480185	0.566574852519	0.193045751546	0.0104663140426	0.0542114601667	0.0296637595592	0.0271683418185
a31	0.128409696062	0.559194034173	0.228737747182	0.0110478454809	0.0320450600556	0.0218038911864	0.0187617180728
a18	0.213891884687	0.450217283391	0.175325273727	0.00668979562697	0.0254972786852	0.100562057729	0.0278164524909
a31	0.288554554896	0.350820966464	0.130665892576	0.0108896405423	0.0274783622284	0.156553772576	0.0350368408303
a46	0.363365311632	0.327166398821	0.112866787525	0.0134568913808	0.0251904590761	0.129348877525	0.0286053036101
a31	0.412979227211	0.284823596274	0.101600179175	0.0132004053269	0.0329847573587	0.118326099175	0.0360857585367
a46	0.365551445737	0.250365608758	0.095856835725	0.0164999657756	0.0406856067862	0.154626123058	0.0764144335122
a31	0.397409005246	0.161213629586	0.048142754575	0.0150801889252	0.0518620615954	0.210115574353	0.116176814504
a17	0.383080061749	0.166452006529	0.046285491525	0.0278138146417	0.0617962255318	0.189287678118	0.125284741501
a20	0.336155930583	0.163719368843	0.0544567285083	0.0473336302139	0.0672214005106	0.159744772706	0.1713681705
a31	0.269770340194	0.132421046281	0.0520026008361	0.0534569554046	0.0716807221702	0.170195884235	0.250472456833
a7	0.289876976731	0.154690952094	0.0570762369454	0.0607455738015	0.0699777473901	0.149345389412	0.218287155611
a39	0.318153642244	0.192849257365	0.0790866589818	0.0769683199338	0.07871722913	0.114409759137	0.139815118537
a31	0.265517590748	0.175611072455	0.0888630629939	0.132466476645	0.0891269363767	0.113350269379	0.135064566179
</S>	0.230616675374	0.160596586228	0.0883202514969	0.178224958323	0.0906336981883	0.113566557189	0.13804127809
