 	forse	sono	usciti	</S>
a23	0.0353263855	0.0752868345	0.57344126	0.3159455575
a31	0.0305327040333	0.0725029243	0.58895422	0.308010155783
a23	0.0464845348778	0.180603217567	0.66156659	0.111345664544
a31	0.266676364959	0.256940015856	0.401892973333	0.0744906741813
a10	0.522520921653	0.191555431952	0.208483914444	0.0774397547271
a37	0.442729000551	0.364647143984	0.112115288148	0.0805085982424
a31	0.233879083517	0.651048347995	0.053879809116	0.0611927994141
a37	0.154527884506	0.635103392665	0.0864283661053	0.123940373138
a31	0.114008178169	0.627782207555	0.104611272702	0.153598314379
a39	0.14241732939	0.622265309185	0.100322654901	0.13499467146
a31	0.17559869313	0.552769233062	0.118455464967	0.153176627153
</S>	0.156789591565	0.610492701531	0.101090152484	0.131627603576
