 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.0248972755	0.135043689	0.0077853037	0.0273192035	0.228815863	0.20824741	0.08931779	0.278573502
a21	0.0360590288333	0.187494332333	0.150491813367	0.0332212308333	0.231419234667	0.189790996667	0.060705168	0.110818228667
a37	0.0435012519444	0.394242677444	0.233396771122	0.0408155722778	0.103258272889	0.0819550202223	0.0379724273333	0.064858022889
a31	0.0947841729815	0.386911405815	0.186569590374	0.123777657426	0.073747771963	0.0599348024074	0.0352677967778	0.0390067846297
a17	0.210283930994	0.264854108605	0.152750412458	0.144927604475	0.0576593506543	0.0705833984691	0.0465321065926	0.0524090605432
a20	0.360268893665	0.225806196202	0.0993489498193	0.0930728621583	0.0371354152181	0.069544620823	0.0463305488642	0.0684925255144
a41	0.411892981222	0.207420472067	0.0750194926064	0.102285146053	0.0259813420727	0.0562594882743	0.0396203076214	0.0815208051715
a31	0.319805973741	0.212578230689	0.0562462295355	0.231498535351	0.0257565160242	0.0434248234248	0.0349137237071	0.0757759767238
a46	0.24311414458	0.158350636896	0.0450573541785	0.24366099845	0.0245852963414	0.0468180151416	0.0392673577357	0.199146177241
a31	0.164982951527	0.121827518965	0.0519274297262	0.234536609483	0.0478205997805	0.0647863117139	0.0590611425786	0.255057425747
a13	0.187504003842	0.105407258322	0.0644954332421	0.281116773161	0.0600531979268	0.0584629805713	0.0556801041929	0.187280241916
a41	0.220035407947	0.0939760401073	0.053480136414	0.18583408772	0.0382498039756	0.0586953701904	0.0544635780643	0.295265557305
a31	0.128399387982	0.111169825369	0.046361328138	0.202095395907	0.0385147639919	0.0698062767301	0.0872917260214	0.316361285768
a33	0.119900767994	0.0940372484563	0.087361780046	0.217697478636	0.066950840664	0.0856030322434	0.102486758674	0.225962078589
a31	0.120491479998	0.0704725228188	0.112181620015	0.214251356212	0.075685794888	0.0895929640811	0.110784129558	0.206540126196
a28	0.111869957333	0.0594078629396	0.136661173338	0.242641975404	0.0812861729627	0.086968338027	0.109448176519	0.171716328732
a20	0.124283572444	0.0404124063132	0.185697291113	0.204964971801	0.112429160988	0.104456322676	0.0939523305063	0.133803912911
a8	0.100583362148	0.0607813654377	0.183024217038	0.140229197267	0.133076236996	0.120533484225	0.0962074231688	0.165564684304
a31	0.0948322200493	0.0794044351459	0.228727385679	0.108647732422	0.113506872999	0.107224191408	0.10268987239	0.164967251435
a39	0.0985781513498	0.0662469677153	0.31125414856	0.110231284141	0.103254355	0.093513647136	0.09826617413	0.118655262145
a41	0.107460443783	0.0655180252384	0.32142403952	0.103324186047	0.122173981667	0.0988714090453	0.0856215780433	0.0956063590483
a13	0.122926961261	0.0898384350795	0.259988446507	0.109135606682	0.114596157222	0.0996967630151	0.0892840073478	0.114533643016
a31	0.119312282087	0.114591975026	0.223474562169	0.122020022227	0.0964738157407	0.093256231005	0.0967853571159	0.134085777672
a35	0.107019112362	0.113778888342	0.227651790723	0.120355862742	0.104273265247	0.0978508170017	0.101674492372	0.127395780891
a31	0.0959376691207	0.0868908127807	0.206506810241	0.104878492914	0.102367863749	0.114390645667	0.157442937457	0.131584761964
a21	0.0925509013736	0.0802487509269	0.201811653414	0.103414577638	0.0956957199163	0.117644058556	0.176830980486	0.131803375655
a31	0.0878571927912	0.073489350309	0.186128887805	0.093001243546	0.0912782209721	0.128332042852	0.198443888162	0.141469166885
a10	0.0851723565971	0.0640653367697	0.228273362602	0.089062590182	0.0784060979907	0.121933419617	0.197189616054	0.135897186962
</S>	0.100527273299	0.0719369983849	0.298681646301	0.100870827091	0.0812799739954	0.101257642808	0.138462548027	0.106983075481
