 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
a8	0.0496650525	0.29867788585	0.01395703885	0.092889646	0.05445193	0.3486360865	0.0232440045	0.00615707074	0.0099645025	0.0076943872	0.015030416	0.079632019
a31	0.0419266857	0.408888585283	0.01381747795	0.104803442	0.0525899016667	0.146670479167	0.0385244678333	0.00213731518333	0.138963098167	0.00454363713333	0.014574895	0.0325600153257
a28	0.0150164001667	0.258848539094	0.0161438253167	0.0715628866667	0.124173575556	0.103555295722	0.198255735944	0.00257907677111	0.181563046489	0.00387723147778	0.0134103721667	0.0110139737076
a31	0.0058909825989	0.0978296589647	0.0151503862189	0.0361408025556	0.198224081852	0.124422421907	0.361126828648	0.0027062421877	0.063231132363	0.00420449879259	0.0872308788889	0.00384206678053
a20	0.0083641766763	0.0470429655882	0.0217594151863	0.0271569058519	0.159067338951	0.169787710636	0.418410306216	0.0018025970599	0.0223801198877	0.0073510330642	0.11456736463	0.00231005213151
a31	0.0111813198921	0.0318191658627	0.0263719088954	0.0263484726173	0.108391283317	0.140194659212	0.326825188739	0.00171278318663	0.0095137374959	0.00838398418807	0.28686213321	0.0223953606438
a21	0.028242360964	0.0332136492876	0.0297902701318	0.0301285742058	0.0666865497723	0.204360762071	0.149036932246	0.00190507856221	0.0110608673653	0.0111981205627	0.380660019403	0.0537168182146
a31	0.036066770488	0.0392644057625	0.0334536033773	0.0408923137353	0.145427983257	0.22311318269	0.090998260082	0.00193165185407	0.0112380123884	0.0122580915209	0.314258981468	0.0510967340715
a17	0.0563615036627	0.0356197472542	0.0227519797924	0.0408284329118	0.192214043086	0.23698731623	0.0613061453607	0.00117882101802	0.00940744822947	0.010941666507	0.265329609489	0.0670733013572
a29	0.106715141221	0.0617564390847	0.0346375842641	0.0436206536373	0.117124413029	0.33280670541	0.0267174716202	0.00187027490601	0.0112924670765	0.0132779508357	0.158185645496	0.0919952751191
a24	0.13424041374	0.0775959376949	0.0383740717547	0.0367213892124	0.0780920676763	0.295825401803	0.0142330977067	0.003014605302	0.0102224375255	0.0154912972786	0.202568775165	0.0936204997064
a37	0.139606567913	0.0818311538983	0.0377369609182	0.0347217920708	0.0801445972254	0.258632453934	0.00965345423557	0.00441863126733	0.0113164508418	0.0166911295929	0.235282885055	0.0899639132355
a8	0.173101729304	0.110062611299	0.0393730529727	0.0383904396903	0.0756628770751	0.187803832978	0.0101123477452	0.00710951275578	0.0204559279473	0.0178514613643	0.229006768352	0.0910694444118
