 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.10810016	0.066645149	0.0710753595	0.22951987	0.11212616	0.103923863	0.308609399
a20	0.0702827123333	0.0759528463333	0.170529219833	0.404784056667	0.109781901667	0.0556193056667	0.113049925467
a17	0.0720729931111	0.0942423271111	0.198433027944	0.357598278889	0.139046598889	0.0756134145556	0.0629933716223
a31	0.100143071037	0.141366879037	0.148879747315	0.241890332963	0.17755997163	0.0927888221852	0.0973712005408
a39	0.166930447012	0.121304239012	0.103301563772	0.178583597221	0.108704410543	0.0632124147284	0.25796332018
a31	0.241727455671	0.133452209004	0.0998368725907	0.106317591974	0.095681978181	0.0500965295761	0.27288731606
a20	0.29421172189	0.129259630668	0.10499318753	0.0878490439913	0.0849719640603	0.0428997728587	0.255814634687
a31	0.319426777297	0.143784304556	0.08775804251	0.0620314063304	0.0836402926868	0.0466914549529	0.256667719896
a13	0.272414142432	0.161376684852	0.158976120837	0.125872480443	0.0916739658956	0.0440201639843	0.145666449632
a24	0.370899240811	0.111481578284	0.155769686946	0.127854314148	0.0558528749652	0.0468451546614	0.131297144544
a46	0.46825269027	0.103310019428	0.078722399982	0.056447059716	0.0506440529884	0.0799049415538	0.162718828181
a31	0.413595273423	0.117665763143	0.0588259843273	0.0311679489053	0.0677770643295	0.118162070518	0.19280589606
a20	0.368317681141	0.120612117714	0.0839510047758	0.0656929809684	0.0701854414432	0.110576731506	0.180664065353
a31	0.316511883714	0.0901000425713	0.106861836925	0.0841459936561	0.0560035644811	0.109247365169	0.237129338451
a18	0.246652661238	0.0936291108571	0.145781860975	0.113316014552	0.0593700554937	0.110176675056	0.231073669484
a20	0.228440320413	0.109780183619	0.168118820325	0.155517158184	0.0748228284979	0.101984668352	0.161336086495
a31	0.242417496804	0.113365751206	0.122430818108	0.105157418728	0.0716395578326	0.133752072784	0.211236908832
a11	0.240562845601	0.137233303735	0.103853794036	0.0840792389093	0.0762162942775	0.147462160928	0.210592352944
a31	0.2276391452	0.175882367912	0.097091828012	0.0781684286364	0.0806415894258	0.157955176976	0.182621434315
a28	0.231936101733	0.196229655971	0.0944142226707	0.0742934168788	0.0774851211419	0.158225460659	0.167415998105
a41	0.234645297244	0.179054108657	0.100048247557	0.0975869956263	0.100596263714	0.151968231886	0.136100872702
a8	0.201746102415	0.149370559552	0.0983023008523	0.133546683542	0.119420084571	0.158972670629	0.138641610901
a33	0.163229244138	0.125552036517	0.108102181951	0.220882074514	0.11514458819	0.13842724021	0.128662598634
</S>	0.145864657069	0.112574443258	0.110882775976	0.275874297257	0.108259039095	0.125142550105	0.121402176817
